"brand_name","id","product_id","review_text","reviewer_id","reviewer_name","source_name","source_review_id","star_rating"
"Pedigree","107536","62","Excellent","amzn1.account.AESYU7PK32AOQP3PT5BW5JMKNNCQ","Kajal Shelar","Amazon India","R1L2IWTH8BRGJO","5"
"Pedigree","106805","31","My dog loves this so I always buy it both offline and online. But this time I had to give a somewhat poor rating because of the way I received the product. The outside package was fine but the main packet (the pedigree brand packet) was torn. It was as though it was slashed through by some sharp object like a knife or something. I also received the product very late.","amzn1.account.AG75NBO54ES4RDDHM2YUU52OA3FA","marie","Amazon India","R1L5VP2F98EK02","3"
"Whiskas","109538","45","I ordered for chicken i got Mackerel. Since we opened we were not able to returnWe trusted and opened and cats were not eating then only we looked at cover and identified that it is different","amzn1.account.AFY5YMWG4P2RG2WLAQVFFPJYM5CQ","sidharthan","Amazon India","R1L62PJWO429E4","2"
"Chappi","110191","9","Great stuff. My pets loved it.","amzn1.account.AHTCTSTCKBNE4IAUJTUP7A4ZS3EQ","Amazon Customer","Amazon India","R1L67YXYXIOA6O","5"
"Pedigree","114750","27","Much product","amzn1.account.AGJWNNDG4NFWLBZGKOSAEYLT44NA","aakanksha","Amazon India","R1L6DKGNKMWG3B","5.0"
"Pedigree","108537","5","good and on time","amzn1.account.AG7VRNE3KKLZVP74TY3EJH7J7NBA","ben","Amazon India","R1L6HYPXBQHLCF","4"
"Pedigree","107548","62","Great price and quality!","amzn1.account.AGZAPGOVDKR3I5O7W2KQBKF2XZ3Q","Sanket Saksena","Amazon India","R1L6XGN74X5DRP","5"
"Whiskas","106649","24","Looking doe one more with same eare","amzn1.account.AHPDXWKZJA7J5SDLGFNVEQJJYG4Q","Kittoo","Amazon India","R1L77BUYB2T7NF","5"
"Pedigree","108792","5","Have trained my dog to eat Pedigree for the past many years, nothing special though.","amzn1.account.AGHBSQTYZ6POX56JELSHVBM4MNWQ","Mani Murugesan","Amazon India","R1LAHFXJ58K16M","4"
"Pedigree","110668","17","Quite Effective for getting rid of tartar","amzn1.account.AGZAWVTFOK5ZOX3JSIPM2JFMEVKQ","Amazon Customer","Amazon India","R1LAHM3FCZUUNN","4"
"Pedigree","108951","18","My babies loved it. Smells like chinese dish lol. I wonder what they cook the chiken with but both teh babies love it and i have seen no trouble in their stomach after consuming it.","amzn1.account.AH4Q3C2TS2KYFFIVKUEHWY43AH3A","RITU DEVANI","Amazon India","R1LBUHU177UGSF","4"
"Pedigree","112834","62","Got the product before time.... Well packaged.... Good product ... Thanks ... Satisfied.. Will be ordering it again","amzn1.account.AHFEGO24CPFWLDZ26VXG4ITQN5CA","samir L.","Amazon India","R1LDNHDXH0OFFV","5.0"
"Pedigree","108825","5","New's good but seems like my dog has lost interest in it .old was better","amzn1.account.AH5FX2Z37LB56QRSNKZQOUU6Q5QQ","stephen H jaypal","Amazon India","R1LDRNY00W7B5R","4"
"Pedigree","107324","31","Discounts are good in amazon compared to outside market.. my dog loves it.. he never leaves any pedigree pellet behind..","amzn1.account.AHF7HJVBD2XAQX24IUE5USFYRB2Q","Alok","Amazon India","R1LFSQCN6T3GNL","4"
"Pedigree","108260","4","Loving it..We're loving it-- Zack & Zorro- Lab & ShepardThey sent it with such a big box... I gave it to Snuff (Pom) to make his home in it :-)","amzn1.account.AGUKZNXHZAJB35BPSVPK2LGXCT5Q","Fabiola Mendes","Amazon India","R1LHXHKX7I4SOM","5"
"Pedigree","108255","4","Gives good leather and good smells good. Even small quantity is good enough to wash my German Shepard.","amzn1.account.AEZLTVKFIATWHQZOYD2JPZYNMBPQ","Gangadhar Thurpul","Amazon India","R1LICDET35YUEK","5"
"Pedigree","110274","118","good","amzn1.account.AHY57BNVANYAJWF72KBUOFRSVLGQ","anuj goyal","Amazon India","R1LIO8LJK88UH7","4"
"Pedigree","112930","30","very good","amzn1.account.AGF5TG3GI2SQ6TNOY4KSCAFV6ZVQ","Amazon Customer","Amazon India","R1LJS4DE29XPQH","5"
"Pedigree","110328","30","Good podak","amzn1.account.AFHKYDBZ6CMS5MIMI7W5B5QBQNIA","Amazon Customer","Amazon India","R1LKE8H2IVCHCJ","4"
"Pedigree","108671","5","I am not satisfied with your product.  I received damaged product.","amzn1.account.AEQ2WSGD73ZSVOWHKU6YVN6VS6BA","Amazon Customer","Amazon India","R1LKI2MFXOILHA","3"
"Whiskas","106161","112","My maowwww loved it","amzn1.account.AESAP4LZNB7MJPTFPHLM6SY4Z6ZQ","Neha","Amazon India","R1LMI9WKQ1ER8Z","5"
"Pedigree","107094","31","less quienty","amzn1.account.AFCW4E7KJA4DEHSBHCJU74DSA5UQ","Amazon Customer","Amazon India","R1LN28NPI537BS","1"
"Pedigree","109145","56","The item received in bad condition.","amzn1.account.AGRWDRF66JFGYXUAASFUH5G2MUEQ","Hritvik Verma","Amazon India","R1LN4Q75LHM67C","3"
"Whiskas","112618","91","My cat just love it .. crazy fan","amzn1.account.AGPJ7W6L5LDMJBHLFLRGVJJJPZMA","Asma","Amazon India","R1LODI7O96IYUD","5"
"Whiskas","106179","112","whiskas as usual a good pet food; but for amazon good pricing and timely delivery....","amzn1.account.AEY5KZFMNCKY443SHUFP75I2GRSA","Arif Iqbal","Amazon India","R1LOX5ZE5GHPSD","5"
"Pedigree","110615","27","my dogs love it","amzn1.account.AGH5IOH4THJKXMSYWXRL5FPQCHQA","Minty","Amazon India","R1LRBKFTIOX7IH","5"
"Pedigree","108142","62","100% Iam satisfied with this product.","amzn1.account.AGP4D7CDURHPNL27BWE5CF7LS6BQ","mahesh prathapani","Amazon India","R1LRC0HW72V08H","5"
"Whiskas","106398","110","cats dies to EAT!!!","amzn1.account.AHUV4GMGXRDMDSUI45IFJKUP4V6A","jayaprakash","Amazon India","R1LRS6ZU9WT01W","5"
"Pedigree","107305","31","good","amzn1.account.AGGMLBRNUDYPFTOVOBQTMAVI3QDA","Hariharan R","Amazon India","R1LSNJFJGYQB97","5"
"Whiskas","109465","22","my cats love them very much and prefer than anything else i feed...its good for their health ;) nice product...thanks amazon!","amzn1.account.AGB3G4D3ABBP6IH6Z63HAV74Z33Q","Anupama","Amazon India","R1LT8SANOA2J8T","5"
"Pedigree","111069","66","My dog loves it. Amazon delivered product in perfect condition.","amzn1.account.AFU3ITUYQJ4EM6YSXPJMOGXOLSHA","Debolina Deb","Amazon India","R1LTF0SAK9QNZ0","5.0"
"Pedigree","107318","31","Well, who would try to eat dog food. If you're looking for a honest review here, for this product, you're definitely not an online material. Man, my dog is happy and that makes me happy.Buy this s*** and feed your god.","amzn1.account.AFLYAJ5FNCRZ2YOFIMQSCTHIZ7WQ","TheCultureBandit","Amazon India","R1LTUKPN2Z13JB","5"
"Pedigree","107735","62","My dogs did enjoy THIS product.","amzn1.account.AH4VQEHQIOZM4QSOCE4LJIF2UMJQ","Chandan","Amazon India","R1LV5V1JF4FFGW","5"
"Pedigree","112995","31","I will product expairi date and","amzn1.account.AFF6XYMSATNW6RP3XDEA24DTVMFQ","Kunal akash","Amazon India","R1LWPKA5HAQV2F","5"
"Pedigree","110541","27","My pet loves it!","amzn1.account.AEREWV47OJ7QE6WPLUB74DPINH6A","Vinay kiree","Amazon India","R1LWS9Q174W38D","5"
"Pedigree","111205","82","Got in good offer..my pets likes well","amzn1.account.AGTVXBSTTNF3YUHTWFFVDN7DTD4Q","Vivek Narayanankutty","Amazon India","R1LY67VPCRA6VE","5.0"
"Pedigree","109633","37","Worst.  I received the expired product. Shame on u guys.","amzn1.account.AFJRI5SLU6TQBNH34GV3DNC42VEQ","Sonali","Amazon India","R1LY745DPJSTUT","1"
"Pedigree","106908","31","Item received with broken outer cover and quality also not good and my dog also not taking this pedegree.  I suspect something wrong with this product.","amzn1.account.AGERXHDZSX7F4SDMMNCHEW7I74RA","Amazon Customer","Amazon India","R1LYK9AS53MZZ0","4"
"Whiskas","113232","20","The order came before the delivery date and my cat loves it. But the delivery guy delivered the package somewhere else (with my same last name lol) but it's ok :p","amzn1.account.AGL7BJNBJTN3ENX7XPKDIJUHP2RA","Joe","Amazon India","R1M16EVOPDBWC5","4.0"
"Whiskas","113195","22","My cat LOVES it... I gotta be careful not to overfeed her now","amzn1.account.AEVJJFAO2LUS3SPSZZKIYUN6PBXQ","Sunil Kumar","Amazon India","R1M32WWDMYFGYY","5"
"Pedigree","107912","62","I have ordered this 3 times in a row now from Cloudtail and the delivery and the quality has been spot on. I have no qualms and it is defnitely cheaper than in the market / stores so a little bit of savings there as well... My Lab loves them","amzn1.account.AFNP5EAG2FIEDLGVH4WVDRHTCBVA","Parthiban J","Amazon India","R1M3OZ3LS1W9CP","4"
"Pedigree","108791","5","Average quality dog food. Too much of fillers.","amzn1.account.AEXLGON6NQHX6HZZGWATS4SBDYPQ","Springdice","Amazon India","R1M46IO9ZPKD9R","2"
"Whiskas","106210","112","Ma cats luvs it","amzn1.account.AFSRTQ67O4EFSO463APQOZCUQDCA","Amazon Customer","Amazon India","R1M4DWS1UCDNFJ","5"
"Whiskas","109440","22","If kitten is eating this happily than it must be tasty....","amzn1.account.AF3YBF4C6N32RM5RJPFWIDZPV25A","Nair","Amazon India","R1M56258GANKWC","5"
"Pedigree","107482","31","worth buying.","amzn1.account.AF3BZCPJM5ESECNC4JUPK7SGSCVQ","ANIL VIJ","Amazon India","R1M5C8DNK32I5U","4"
"Whiskas","112598","91","My cat is loving it.","amzn1.account.AEX5YSYTXPVHYPAXKANFRQV72SEQ","Bhairav","Amazon India","R1M5KO5J1ODUIO","5.0"
"Pedigree","107437","31","Really good quality product and packing..!","amzn1.account.AFKMGFIZIVPJVIRCXETEZBYCCPOQ","TUSHAR RATHEE","Amazon India","R1M6HKKQ6NV9GS","5"
"Whiskas","109286","22","My kittens love it as a mid-morning snack.Strangely, older cats turn their royal noses up at this as well as at the adult Whiskas/Drools cat food. They prefer natural, unpackaged food that is preservative and additive free, even if it is only a chameleon from the garden - fresh and succulent.The kittens prefer this over chameleons/the common garden skinks/moles etc. So much easier to eat!I just ordered my second pack for the little ones. I got the first pack at INR 160 a month or two ago and the second one at INR 145 this week.","amzn1.account.AGUSZ4BJSJEGSPUXKP2WAHRJHHNA","Bargain Hunter","Amazon India","R1M7EU4T0IV8QI","5"
"Whiskas","106755","24","my kittens loved it. I thank Amazon for fast delivery. Now i will order for 400gm whiskas of same type.","amzn1.account.AFH3DAMXQY3XFYSMG35P5ILC64EA","aloo","Amazon India","R1MBVLBO8RPLPI","5"
"Pedigree","110060","76","Awesome must buy","amzn1.account.AFJPGHEFYRBHS5ATOK6IQUQ6QYIQ","Narendra Manwate","Amazon India","R1MC2TLZBJZ0GV","5"
"Pedigree","108033","62","Original product, available for less than MRP.","amzn1.account.AE4VLV4TM3BGOM44CAN6QBW6Y4WA","Sandeep","Amazon India","R1MCAQA58DD8QA","5"
"Whiskas","109819","21","my cats say it yummy!","amzn1.account.AGHLUJZMNSG562MCOU6GJS7YJBMA","Dinesh","Amazon India","R1MD88BN993ZRR","5"
"Pedigree","110397","30","My dogs are loving it","amzn1.account.AFOKEHWGCPH7ADDQEHHEK3OYNJVA","Karthikeyan","Amazon India","R1MD9WLO65P1BU","5"
"Pedigree","107726","62","Pedigree 3 kg packet was torned & packet was fully open at the time of delivery. Every time packet is open.","amzn1.account.AHJJMCBXYRKHVW2W2FM5CJUVQKLA","NK_19","Amazon India","R1MFK3LTYOFABY","1"
"Pedigree","110738","49","My Snowy's weakness","amzn1.account.AF4JDWUIQ4BGQ7ZJHE7LZ4NFLMPA","Col D V S S Prasad","Amazon India","R1MG1L3X5MABO5","5"
"Pedigree","106932","31","Acha hi hoga my dog knows","amzn1.account.AF6ARYMOSENMYXMBBBDQRCA5ALPQ","Amazon Customer","Amazon India","R1MHFB2SYEFCHL","5"
"Pedigree","107413","31","Pedigree is Good for All Dog Breeds, there is no doubt. Just add some warm water with pedigree, keep it for 5-10 minutes until it gets little soft, then you can feed it to your puppy. I feed my 2 American Cocker Spaniel puppies twice daily. There was a FREE GIFT i was excited about but seller have not delivered it with the order. I received product into average quality amazon box with air bags. For this order the packaging quality was poor than my previous order. Not totally satisfied.","amzn1.account.AEVZQMQOCBAJVKKOJMGMJCAHNUEA","Santosh","Amazon India","R1MHFL40MYZEU2","3"
"Pedigree","108770","5","Pet loves it","amzn1.account.AH62G2A6THRP6L645ZOAMBRYMPNA","S k pramanik","Amazon India","R1MHL9SLG6WHGT","5"
"Whiskas","109801","21","Cat love it","amzn1.account.AFHGW36CFGDK2ISJ2K55RR5IYDPQ","A Pachuau","Amazon India","R1MICSMEEXTHHS","5"
"Pedigree","106831","31","Its a good product.My dogs won't eat any other flavor but chicken and milk. First buy a small pack to see if your dog would eat it or no...","amzn1.account.AGCXDRIEMLHZL62I755AUG52HMSA","Christopher Dsouza","Amazon India","R1MJKKWKIK586U","5"
"Pedigree","107163","31","Worth buying.. nice product at the cheapest possible rates on amazon","amzn1.account.AF5HLEBMCHH6Y477HTCXUW4RH2SA","ANKIT KUDESHIA","Amazon India","R1MJM8HEEIASMA","5"
"Pedigree","109578","37","Timely delivery products as per specification fully satisfied","amzn1.account.AFZ5J2XTWQ6UWYJWMVXY57GTYZKQ","Naresh","Amazon India","R1MK8ZXPWFJKK2","5.0"
"Whiskas","112569","94","In rime","amzn1.account.AEHID6B25K342BVLM7MOFSQDNA2Q","Amazon Customer","Amazon India","R1MKOJPLMK3ADS","5.0"
"Pedigree","108967","18","I purchased it for when I have no time to cook but my gsd doesn't like it","amzn1.account.AE2ZQZDK5VFR4LPLD6F4KJJP75SQ","Seema S Varma","Amazon India","R1MNI9F3I6TTVW","1"
"Pedigree","108151","62","Awesome superb and fantastic. Most competitive pricing.","amzn1.account.AHMCYXZZHIS7SCUMHGVPVMZ5YTAA","Bibhu","Amazon India","R1MPDMLU2YDQC3","5"
"Pedigree","111189","89","When I hit 5 stars it says I love it... But reality is my dogs love it and they just love Pedigree gravy. Thanks to Amazon for their prompt delivery and discount prices which makes my pocket happy as well as my dogs tummy happy.","amzn1.account.AFXDIZ7OMF4FI7WI65TYCSITC53Q","V C SAIKIRAN","Amazon India","R1MPMD47NOAN9Q","5"
"Whiskas","109877","20","My kitten love this jelly food very much.","amzn1.account.AHHSZDFVNH6OTW6WER46OIRBFXBA","Vipin vs","Amazon India","R1MQ93SJF6KX4W","5"
"Pedigree","108814","5","Same price need","amzn1.account.AGVNHFDERH4BXPYWSJEIWPK3FY3Q","sanjukta das","Amazon India","R1MQMK06UEYUQO","5"
"Whiskas","106325","112","Excellent courier service , very very happy. with the productwant to purchase more whiskas Tuna 3 kg packet . if available","amzn1.account.AHB26YJ2BCPUBAT4VGCZP2ESPFLA","sujit das","Amazon India","R1MQT6Q3B169XB","5"
"Pedigree","113338","16","My pets all time favorite.","amzn1.account.AHGKY7RV7XAPN55SFVJURSZA5TWA","jatin hatwal","Amazon India","R1MROLREATPEYO","5"
"Pedigree","108284","4","Wow delivery within 24 hours... Amazing.  Products is less than market price.","amzn1.account.AHIRM57XM6IIESVK5WJBMACJH32A","Rakesh Kumar","Amazon India","R1MS5OI7N4372I","5"
"Pedigree","110447","27","Our dog was so fusssy about eating her food. After we added this to her food, we have no problem with her about food. She has gained weight and her fur coat has become very good. Loved this product.","amzn1.account.AFY3BKDOSPA7B4K2ANK2JTD3XK3Q","Rakesh","Amazon India","R1MT3K65K737P8","5"
"Pedigree","108415","5","Good. arrived on time.","amzn1.account.AG4YZF4AOVIQRTUU6HQWKXYKFLWA","E.M.C. Palaniappan","Amazon India","R1MTO459J45IM8","5"
"Pedigree","110758","49","Its nice...can purchase this for a change..go for it than buying usual raw hide sticks.","amzn1.account.AGFHWCLV3HQNWXHHRJHLV6OL3LRQ","rj","Amazon India","R1MTX0LB18BDXU","5"
"Pedigree","108104","62","God quality  and god price","amzn1.account.AH2TDLRKJE7XU45SLM6JXDPHEQ4Q","balaguru","Amazon India","R1MUR595I5CQ8G","5"
"Pedigree","108206","62","Value for money...I am odering regularly from Amazon.","amzn1.account.AHCPYF5PTIIZCIUYGE6NIYQHBH5Q","avinash dubey","Amazon India","R1MVHF9DZZCC6L","5"
"Whiskas","109365","22","My kitty lives it. The minute I opened the package my cat sniffed it and was jumping to eat it","amzn1.account.AHP4K7M2DWLZYYXH5RZFBW5AQ3PQ","Goutham kanchi","Amazon India","R1MVPQQRIHXMKU","4"
"Pedigree","112721","76","Very good quality at your door step..","amzn1.account.AGPB7ARQEP7P2CABI2JLJTQCBH4A","Amazon Customer","Amazon India","R1MVZ54GQTL4SZ","4.0"
"Whiskas","106431","110","Whiskas uses food colouring and preservatives. So not a healthy choice","amzn1.account.AGCHIFCANF37SIDHYSNXSTL6CQZA","soumi banerjee","Amazon India","R1MX0Q1W7NNDFJ","1"
"Whiskas","109203","22","Nice product","amzn1.account.AFTS5KNOCTG4SEOXCGCAIYV3EYEA","shirsendu naskar","Amazon India","R1MXHTCR6UYYLH","5"
"Pedigree","107467","31","Dogs Fav","amzn1.account.AHUAYOKEO6YQJW7QBFJK5RQ6XY4Q","VINOTH","Amazon India","R1MYCZV2KFU8Q3","5"
"Pedigree","108607","5","Value for money","amzn1.account.AGWFLADBLOWIBIT6DZZVZWCME3YQ","VENKATESH G","Amazon India","R1MYZDR32CUO0U","5"
"Pedigree","109683","77","Good","amzn1.account.AHQK3XY64KV5EXJGDQQSNTV5KH7Q","Arpit Gupta","Amazon India","R1MZ1UKUWN10FJ","5"
"Whiskas","111231","93","Nice. The six pouches come in a plastic packet. Wrapping is good. Still have to try it with my pet. :) Have a good day.","amzn1.account.AGYYHPHVFBENDRDYDPNW7KL3W36A","Emily","Amazon India","R1MZNY84XT6NXR","5"
"Pedigree","108208","62","Worth it.....","amzn1.account.AHSXYMYJ34M6EXYAPFUY65MKLDGA","Amazon Customer","Amazon India","R1N3K0PFAIU5K3","5"
"Pedigree","108557","5","101% original product for claudtail India :))Seller bddhiya he good packaging product ek number he 2300 RP maket price b yhi he prr amazone SE ghr bethe le skte he .Mera product ACHA RHA or original, my jarmanshephrd love it,seller claudtail India best he me 3 mnth SE le RHA hu inhi SE bss dilevry 16 din bad huyi ,bss yhi ek problem he 16 din intzar krna pdda ,baki product to ek number he me ri ray SE AAP BHI claudtail India seller SE hi le","amzn1.account.AFVKX22ZJNHNRJGJGNYI523LNC6A","Raj","Amazon India","R1N3U3ZNALZGC6","5"
"Pedigree","107041","31","It was good food but try to feed natural foods like fresh meat, milk, rice, all home made item..","amzn1.account.AEWFHV4EIKQJCRMLOIYANOCFJF7A","Ashish Sharma","Amazon India","R1N5JONO28A6CH","4"
"Pedigree","115150","27","ok","amzn1.account.AGBECCNPFQASXG5437RXEF3YTVRQ","Sheela","Amazon India","R1N5W3W9U1WHJJ","4.0"
"Pedigree","108309","5","Good product but little pricey","amzn1.account.AEH6M56EQW52X6BK2OCW46RDS52A","tete","Amazon India","R1N70E945IB2V2","3"
"Pedigree","108410","5","My dog hates this flavour","amzn1.account.AGKAOCF7S3IT7LX6ROV3SEEQURRQ","Amazon Customer","Amazon India","R1N76Y1JNJGVAN","3"
"Pedigree","108027","62","Good","amzn1.account.AF44JSJMADTLIBOND4CYWTLTLF3Q","Abhijit Palsekar","Amazon India","R1N7CYK5TI0QS7","5"
"Pedigree","107845","62","The pocket is opened","amzn1.account.AHR6YTK6333MLZ6BU3XDVXL7VHTQ","Amazon Customer","Amazon India","R1N9NXRUI63MUV","1"
"Pedigree","107699","62","Great brand, and good price.Delivery was painless....What more can I write!","amzn1.account.AHSQXWC2UL47ZO6XQCZXY7BCLJ5Q","Eskay Teel","Amazon India","R1N9VG5417063A","5"
"Pedigree","107322","31","Really wholesome meal. I heat it n d micro for a few seconds which brings out d flavour.. Our pup relishes it","amzn1.account.AGKAKLSZFOJY26QMZDOKICN22UDQ","Layla","Amazon India","R1NBMLO3PFSBGQ","4"
"Pedigree","106793","31","my doggy like this food.","amzn1.account.AEIEUBJHQ4DUTPTHRMFBELKHC5WA","lolo","Amazon India","R1NF6V999HMSYN","3"
"Pedigree","110657","17","Good","amzn1.account.AG7BSGVTPKW3KADERMO52J46DXGQ","Nilesh Modi","Amazon India","R1NFLHYO57BH96","3.0"
"Whiskas","109919","20","my car like it.but it smell is very bad.not durable.bad smell after 3 days","amzn1.account.AEECSSC4Z7E3TDFFPTPBHDS3RK5Q","chivu","Amazon India","R1NFMHUNMOY3Z5","2"
"Pedigree","107655","62","I gave it to my dogs who are cross.","amzn1.account.AH74VRZU7QESEYTAFWOZLMPGPXTQ","Vedanth Salian","Amazon India","R1NGPV380LH8MZ","5"
"Whiskas","109248","22","Nice item.","amzn1.account.AHUCPR7CEYLYHBMS2JLKQZI4EAZA","Rahul","Amazon India","R1NI6AQXZNI50W","5"
"Pedigree","107883","62","I mixed the food with Royal Canine and my dog liked it.","amzn1.account.AGA3ZN22Y7A2J2ZKBMXKYE6LWAZQ","usha","Amazon India","R1NJL4OECEY26H","5"
"Pedigree","107703","62","It's as good as always..My G's doggy loves it even if she is unwell..","amzn1.account.AEMOR2HGYZN6ZZU2Z42J5IUAF3AA","D.K. Mukherjee","Amazon India","R1NKTTPHUGWK2","5"
"Pedigree","110415","30","Excellent product but there are other companies giving 15%discount","amzn1.account.AFUFFRHXFKGCV4H3I6NWQ7JADK7A","subhash rohra","Amazon India","R1NLYLPG6XS8B7","5"
"Pedigree","108883","5","I wish it was a bit more cheapee. But yeah, Raucky loves to munch on these all the time.","amzn1.account.AGQPAAVJSKO5KZENM3H2IQECEYXA","Krishna Pula","Amazon India","R1NM4JF7BISJ9K","5"
"Pedigree","108247","4","good product...am a regular user of this product for my boxer dog...he is healthy,active and happy...before pedigree, i tried alomost all the dog food available in the market, including ekanuba, drools etc...etc.. nothing has helped the way pedigree adult chicken and vegetable helped...am thankful to amazon providing such a nice product in our door step , that too free of transport cost...","amzn1.account.AGGYJP5MCWWV7YQPL7TAC3BMKCMQ","Damayanti","Amazon India","R1NMOXHPO38M8N","5"
"Pedigree","110229","119","Very good one","amzn1.account.AEHG6UU7VQ3AEVPMDCHW3LGKOBNQ","Vasanthkumar Udyavar","Amazon India","R1NPTXIEUTT2RW","4"
"Pedigree","108187","62","Good price...better service","amzn1.account.AGTH4EBTT32VEGRCQ4RS5BM56R4A","krati gupta","Amazon India","R1NQ8FJZ5L5ALF","5"
"Pedigree","109162","56","prompt delviery and good","amzn1.account.AFN23RUZYTM4USCBXFZVBAXZCGOQ","Sreekanth","Amazon India","R1NTCXUVBK57KC","4"
"Pedigree","107478","31","Really great delivery ... and my golden just loved it.. grt going guyz","amzn1.account.AF4ALXDU22B4MYE3I455VETBTVCQ","Jasper","Amazon India","R1NUQHJR0DFS4T","5"
"Pedigree","114546","90","Its an amazing effort by Pedigree! Perfect for every 4-legged furry friend! My Pup loved it. Earlier he didnt even want to eat rice except with curd, but with this gravy, he finishes his whole bowl within a minute or two! Then he licks it & wants more. Totally satisfactory! Will buy again. :)","amzn1.account.AFFJZWJVKIHXHPWRKMORXLAJU7RA","I.R","Amazon India","R1NVLXIKKDAG7G","5.0"
"Pedigree","107168","31","I have ordered pedigree but I not get meat jerky pouch and also packet is tear","amzn1.account.AGZYNSHP7G2H62C3MC3NSGHEOGTQ","Amazon Customer","Amazon India","R1NVPFGP3J9U8H","1"
"Pedigree","108111","62","Excellent product and equality excellent delivery","amzn1.account.AGAC4CFX7CM6XNTTG4XTBWDP2O2A","vijay","Amazon India","R1NWHQQDPOFE7D","5"
"Pedigree","108892","5","good....","amzn1.account.AE2U65MGSIXXGR52M7JROJTKZXUA","Sunil Prasad","Amazon India","R1NWQN8HAV1NAH","5"
"Pedigree","108432","5","Nothing to say about it good as always","amzn1.account.AE5MGRK7NPL4F4QJM323JFV7XB6A","saurabh","Amazon India","R1NZB3Q10ILWAO","5"
"Pedigree","110515","27","There are better brands out there, more sustainable and healthy and organic. I got this because I was going abroad, and I needed to instruct our housekeeper to feed a tiny street dog everyday for three weeks. I was very worried because the dog was so weak, and scared, I was worried she wouldn't eat this. In two days she got used to the food. It's good for the price, but I don't know if it is long-term sustainable.","amzn1.account.AFJJ7FII2ZCOD33U7LEZTMV7A25A","Dave","Amazon India","R1O0QP6Y98ZBSO","4"
"Pedigree","114754","27","Good product my aleena like this and eat within a minute.","amzn1.account.AGY5SOB3UCVK5CBMRRFPTBZKFC7Q","Abhi","Amazon India","R1O1ZQSOVPO9XD","5.0"
"Pedigree","111191","89","Nicely packed. Good product.","amzn1.account.AHBZPCYP43OWZURXAHCGXIXWOJBQ","Amazon Customer","Amazon India","R1O4J0NA8PPXO7","5"
"Pedigree","111137","58","Very nice product. My dog loved it a lot. Its a very lightning Deal. Thank you.","amzn1.account.AHNX2ZGJ3RYGZHDYU5UOM3HOILPQ","Suparna D.","Amazon India","R1O6NOPHD90DQ7","5.0"
"Whiskas","106517","24","Not good.","amzn1.account.AFYRKKDAASAS5OD3N47JZPRVWGAQ","Adi Varun","Amazon India","R1O88H0B6LF3L1","1"
"Pedigree","108419","5","my dog loved the product","amzn1.account.AELAV4G6MZIBCLU7HDUGK3ITWYLA","swaroopa","Amazon India","R1O8UP25LGWVLP","5"
"Pedigree","110483","27","Super","amzn1.account.AGX7EPTF35UDFPQQZSD4XEYPOIVA","S kumar","Amazon India","R1O8XJ9V3OTKT9","5"
"Whiskas","113121","22","my cat and kittens love it:) they have been healthier with less hairfall after they started having whiskas","amzn1.account.AHX63AWQRFQYJ2OZFUA6AKXEXMWA","Amazon Customer","Amazon India","R1OABE1S2UWQE5","5.0"
"Whiskas","112506","112","maauuu loved it...says a big thank u","amzn1.account.AECQ2MRYWSHBR2PXFTL4PZSV7GQA","purnima","Amazon India","R1OAX66G7KMPFT","5"
"Pedigree","106061","116","Not liked enough","amzn1.account.AGMM57WE4KRTSBHJUQBSOPV3DF7A","Dr. Shikha Kumar","Amazon India","R1OBDICGH3D0F0","3.0"
"Pedigree","106969","31","Best food for puppy","amzn1.account.AF7LXCOY5KCBXXNKPNE74BYZ5OTQ","Amazon Customer","Amazon India","R1OBVCM7YRM66Z","5"
"Pedigree","106828","31","Do not require the item","amzn1.account.AGLSSBE32VT7HTHHWKB5KOO3VFGQ","Amazon Customer","Amazon India","R1OCC90H7KACTS","1"
"Pedigree","113430","5","Satisfied","amzn1.account.AGEAJLFP53NUV3QNAOQFGFDRJUFA","Abhaar Singh","Amazon India","R1OCGCUVJI324L","4"
"Whiskas","106466","24","Received Expiry dated product","amzn1.account.AGG2GDLWPFPCDNFVNFDDS3AYVZHA","YOGENDRA DAHALE","Amazon India","R1OCI1B6D3HZWF","1"
"Pedigree","107603","62","dogs loving food","amzn1.account.AF62OOX73VCHS52P7JQKNEG3NEOA","ravi","Amazon India","R1ODDY0G6NPEE0","5"
"Pedigree","108327","5","Good deal","amzn1.account.AED4T7PHO3THKK562Y3TCROEAKMQ","AMIT","Amazon India","R1ODVWW4UHAIIO","5"
"Pedigree","107077","31","good","amzn1.account.AHCQBHLPGJ4QZ4I27CMTXAG27I5A","Amazon Customer","Amazon India","R1OE4XT7O0G4YR","5"
"Pedigree","109042","56","It's good but didn't like my dog... It's like to eat nonvsge than veg pedigree...","amzn1.account.AFJCCE7NC57OTU2UCIREYP5FLDWA","Amazon Customer","Amazon India","R1OGSZTSR0TJCL","5"
"Whiskas","109503","45","Good product","amzn1.account.AHLN2KVYJB3ZZG44NCSWJS6B3Y4Q","Aswathy Divakaran","Amazon India","R1OJPREJJFS9I4","5"
"Pedigree","110213","119","Gud","amzn1.account.AGCHDPPPH72QQGE5B2YS3W2JPIQA","Amazon Customer","Amazon India","R1OK9LYZHL1YGA","5"
"Pedigree","107923","62","Very Bad Product. Nothing matching for the given description. I was cheated....Fake product","amzn1.account.AGBA3JCIABNFRSAZAU277ONL4TUA","GAM","Amazon India","R1OLN6B4QN30W2","1"
