"aspect","aspect_keyword","aspect_sentiment","confidence_score","flag","id","polarity","response_confidence_score","review_text","reviewer_id","reviewer_name","sentiment_keyword","source_name","source_review_id","star_rating","response"
"[product-overall]","[pedigree]","[]","86.19","0","107644","positive","100.0","My pet was healthier and active with pedigree","amzn1.account.AE7KYTVOSI73EZ4WDO35YAGT63UQ","Amazon Customer","[]","Amazon India","R12NITTMJDVDUY","5.0","Dear Amazon Customer, Happy to know that your dog likes it! Keep sharing your wonderful experiences with all of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[product, dog]","[]","0.0","0","108590","negative","100.0","The product is good although my dog experienced some difficulty initially but after a few days everything was back to normal .","amzn1.account.AEUCORCIP7H3UYYQ2QN66DQAHGJQ","ABHISHEK D.","[[good, experienced, difficulty, normal]]","Amazon India","R12OR7RFON2SXE","4.0 out of 5 stars","Dear ABHISHEK D., Happy to know that your dog likes it! Keep sharing your wonderful experiences with all of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[dog-user-breed, product-overall]","[pug, product]","[]","88.3033333333","0","110346","positive","100.0","Another Good product for pedigree.My pug loves to eat this stuff. Very nice.","amzn1.account.AED3T2PXSXGSDDZGSXBLACMLHBGA","Sujeet Singh","[[good, loves, nice, very nice]]","Amazon India","R12P5KP5L5LVWQ","5.0 out of 5 stars","Dear Sujeet Singh, Happy to know that the product could live upto the your expectations! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[dog]","[]","-92.31","0","109601","negative","100.0","My dog is not enjoying the food","amzn1.account.AHK4ZDLYFWLTG4CR7FYQZFGVQHXA","Amazon Customer","[[enjoying, enjoying the]]","Amazon India","R12PEFLOQJ18TU","1.0 out of 5 stars","Dear Amazon Customer, We are sorry for the difficulty caused to you and your pet. Please share your contact details so that we can help you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[deals-offers, price, product-overall, vfm, price]","[discount, price, product, price]","[[reasonable]]","97.95","0","108171","positive","100.0","The product is excellent, and the price is very reasonable, with good discount.","amzn1.account.AHIBNOMD6TUL7CYIRKRHR3ARNA2Q","kaustubh","[[excellent, reasonable, good]]","Amazon India","R12PKYZP2D586H","4.0","Dear kaustubh, We're pleased to know your dog appreciates pedigree. Do continue imparting more pedigree encounters to all of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[dog]","[]","83.21","0","107581","positive","100.0","EVERY DOG LIKE THIS FOOD","amzn1.account.AFJ5K2JMAA4AG4SWV2DL3UAYLRHA","Prince Products","[[like]]","Amazon India","R12PSKAEM08ETE","5.0","Dear Prince Products, At pedigree clients are our top priority, happy to realize that we can satisfy that! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","44.245","0","107688","positive","98.0","good","amzn1.account.AEIBDO26YYUXTYXZAH5HB6GGJHFA","Amazon Customer","[]","Amazon India","R12QSJGLM29RP2","4.0","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[delivery, packaging, product-dimensions, product-overall, packaging]","[delivery, packet, packet was torn, weight, kg, 3 kg, product, dog]","[[opened, torn]]","25.28","0","107929","positive","100.0","The product recieved was opened ,the packet was torn backside that may have occured due to the negligence in delivery the weight was 3 kg approx but i have'nt measured.My dog is eating it  that means the product is fine .","amzn1.account.AFEOZX5LFVSLHCUBT4MWHKESPEJQ","Animesh","[[opened, torn, negligence, fine]]","Amazon India","R12S0FKPW6MX4H","3.0","Dear Animesh, Our customers are our first priority. We are happy that the food was liked by your dog! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","38.41","0","106790","positive","98.0","ok","amzn1.account.AEDNXWVQZ2PRSH6WGA3YH4DJIOAA","Amazon Customer","[]","Amazon India","R12SCJS7MRD4FE","2.0","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[product-overall, product-overall]","[product]","[[recommend]]","96.52","0","109986","positive","100.0","Good product, highly recommend","amzn1.account.AHQJSU5FWAG3AGY2NBJMU3AR5MHA","SS","[[good, recommend]]","Amazon India","R12SDWGF83KH3Y","5.0","Dear SS, Glad to understand that your dog prefers pedigree! Continue writing your magnificent encounters to everyone. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[product]","[]","44.245","0","107686","positive","100.0","Good product","amzn1.account.AFXZMKLUT556B4IZ2L4EGHJGMCMA","Amazon Customer","[[good]]","Amazon India","R12SH7GPQTNS9Y","5.0","Dear Amazon Customer, Glad to hear your wonderful experience with pedigree, do keep writing to us with more such awesome experiences! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","94.87","0","111182","positive","98.0","My cats love it.","amzn1.account.AHIITFW7A3B4YAOOHXARX3IR6JRQ","Amazon Customer","[[love]]","Amazon India","R12T499W3P610O","5.0","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","-38.6","0","110576","negative","98.0","Very bad quality","amzn1.account.AF5WOBPHYX4NPB2GFUY54IZ5WBMQ","Amazon Customer","[[bad, very bad]]","Amazon India","R12TISYT3A4CDH","1.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","88.49","0","110722","positive","98.0","Good food for small breed puppys","amzn1.account.AGSOZRI4HWRJHPE2TJ3SOL3Q36JQ","Amazon Customer","[[good]]","Amazon India","R12TY1AKS5HOTW","5.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[price, product-dimensions, product-overall, vfm]","[price, size, puppy, price, size]","[]","92.32","0","112612","positive","100.0","Loved by my puppy very much. However at this price drools is better choice because of much bigger in size.","amzn1.account.AHNY6CB5J5VJP5WWUN2NMUXQQYEA","SANJEEV MALHOTRA","[[loved, better]]","Amazon India","R12VROCN943J5Q","5.0","Dear SANJEEV MALHOTRA, Glad to understand that your dog prefers pedigree! Continue writing your magnificent encounters to everyone. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","44.245","0","109803","positive","98.0","Good food","amzn1.account.AFPT3ZXT3IBRNMEG34Z5UP5M7ABA","Venugopalashetty","[[good]]","Amazon India","R12WZDU3DVL0YL","5.0 out of 5 stars","Dear Venugopalashetty,Thanks, we appreciate your feedback. "
"[body-parts-paws]","[paws]","[]","43.095","0","107713","positive","100.0","Happy paws !!","amzn1.account.AHEKYAVM7MFSVDG564GUS5XYFQXA","Amazon Customer","[[happy]]","Amazon India","R12X5R0K68057G","4.0","Dear Amazon Customer, We're pleased to know your dog appreciates pedigree. Do continue imparting more pedigree encounters to all of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","48.99","0","107359","positive","98.0","Its good my dogs love this...time to delivered","amzn1.account.AGNYEL47TC2ONQAMNUDDXJU74DGQ","Roopali kashyap","[[good, love]]","Amazon India","R12Y0CFKT7MW15","5.0 out of 5 stars","Dear Roopali kashyap,Thanks, we appreciate your feedback. "
"[]","[]","[]","37.14","0","109183","positive","98.0","It sure met the expectations of our kittens  cause they eat it all the time","amzn1.account.AFZGTY7XWWPKLSRFHZT7HQ2C2A6A","snvadhyar","[]","Amazon India","R1302W8KQIA348","5.0 out of 5 stars","Dear snvadhyar,Thanks, we appreciate your feedback. "
"[]","[]","[]","98.36","0","106400","positive","98.0","is very good cats love it","amzn1.account.AHFEVJORQIXLZTVSGOWFYRN7EI3A","Amazon Customer","[[good, love, very good]]","Amazon India","R130KXR5O5LGSS","4.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[delivery, product-overall, delivery]","[delivery, product]","[[prompt delivery]]","88.49","0","109754","positive","100.0","Good product, prompt delivery","amzn1.account.AG5U7B4HHGM6MWOMQAVB36ISV3EA","Amazon Customer","[[good, prompt]]","Amazon India","R13251P5XLXU5E","4.0","Glad that your pet liked it Amazon Customer. Thanks for writing back and keep sharing your wonderful experiences with us!"
"[product-overall]","[dog]","[]","47.925","0","110468","positive","100.0","My dog doesn't eat vegetarian.. so this is a great option for her..","amzn1.account.AH652A2OS3HAOCDZDOCQAPARBY4Q","Amrita Sharma","[[great, a great]]","Amazon India","R134C4HSSENLQQ","4.0 out of 5 stars","Dear Amrita Sharma, Super happy to know pedigree was preferred by your pet! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","-83.21","0","113421","negative","98.0","My baby didn't like this at all..","amzn1.account.AGQ72ILKMQ4UTXG5JP4X2KLRGSHQ","jesika","[[like]]","Amazon India","R134OQU0SS8ZOC","1.0","Dear jesika,Thanks, we appreciate your feedback. "
"[]","[]","[]","38.41","0","109659","positive","98.0","Ok","amzn1.account.AESAB3SNN5BZU4GBYGVRB5UX5POA","Shoumik Mehta","[]","Amazon India","R136RGPMKLO530","3.0 out of 5 stars","Dear Shoumik Mehta,Thanks, we appreciate your feedback. "
"[dog-user-breed]","[shepard]","[]","28.73","0","109674","positive","100.0","My 8year old German Shepard loves it","amzn1.account.AHUQ22ZJQWM2TOU6F2743BTJBQRQ","Kavin V.","[[loves]]","Amazon India","R13951GCV9PFAM","5.0 out of 5 stars","Dear Kavin V., Glad to realize that your dog prefers pedigree! Continue writing your magnificent encounters to every one of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","47.725","0","107399","positive","98.0","Best","amzn1.account.AEJBITUQVWMF6AP5W6FO2EPCDTSQ","nikhil jagmalani","[]","Amazon India","R13BSN03W5O22D","5.0 out of 5 stars","Dear nikhil jagmalani,Thanks, we appreciate your feedback. "
"[dog-user-breed, product-overall]","[dachshund, dog]","[]","-9.21333333333","0","108576","negative","100.0","Food seems to be okay. But my dog (a 2.5 year old Dachshund) doesn't seem to like this over the Royal Canin he's been eating the past year.","amzn1.account.AEKE6SJUX5BA3C75DYXIUIEOIL4A","Robin Richard","[[okay, like, royal]]","Amazon India","R13C16SKTYC7NZ","3.0 out of 5 stars","Dear Robin Richard, We are sorry for the inconvenience caused. Please get in touch with us on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[price, vfm]","[money]","[[worth]]","90.99","0","106617","positive","100.0","Totally worth the money(according to the cat)","amzn1.account.AGN6KEGFDIIAK3N5GLZHWMAIIALA","Saurabh vashisht","[[totally worth]]","Amazon India","R13C5YAG749PDY","5.0 out of 5 stars","We are happy that the product met your expectations! Thanks Saurabh vashisht for leaving the review."
"[]","[]","[]","45.375","0","109422","positive","96.0","My cat is very selective in its food. But she never denies whiskas when offered.","amzn1.account.AGQ6RRMNFM5MP73M5J5O2SY36M4A","K A.","[[selective, denies]]","Amazon India","R13CNKPI9DTVUJ","4.0 out of 5 stars","Dear K A.,Thanks, we appreciate your feedback. "
"[competitors, deals-offers, price, product-overall]","[shops, discount, rate, product]","[]","0.0","0","109163","negative","100.0","Need more discount. The product is available for lesser rate at the local shops.","amzn1.account.AFIMKZOAQKZ7FF7NUAYAD5PSO2EQ","sandeep","[[available]]","Amazon India","R13DQ2H4KL4N3Q","3.0 out of 5 stars","Dear sandeep, Glad to understand that your dog prefers pedigree! Continue writing your magnificent encounters to everyone. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[packaging, product-overall]","[packing, product]","[]","93.77","0","108535","positive","100.0","excellent product and packing","amzn1.account.AGETDHILSVA7WHVW5IAXVJXCZC7A","nixon harnal","[[excellent]]","Amazon India","R13EJPBGKUV13K","5.0 out of 5 stars","Dear nixon harnal, Glad to understand that your dog prefers pedigree! Continue writing your magnificent encounters to everyone. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[dog-user-breed]","[gsd]","[]","95.45","0","107865","positive","100.0","Good liked by my gsd","amzn1.account.AFCUKOGJQKNTNLEIOLQLSLU5NTUA","Amazon Customer","[[good, liked]]","Amazon India","R13FJMD61HF18Z","4.0","Dear Amazon Customer, At pedigree customers are our top priority, glad to know that we are able to live up to that! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[nutritional-information, product-overall]","[calorie, puppy]","[]","-0.331666666667","0","113114","negative","98.0","My puppy eating this like medicine. Whole day I left the puppy. I thought it would taken . My puppy didn't take a pinch of it . I have to give one by one that will not give sufficient calorie. Totally waste .","amzn1.account.AGABGNCLE47CUMFJWF3YJAACC7MA","Manikandan B","[[like, pinch, sufficient, waste, totally waste]]","Amazon India","R13FUO7HTE7WGH","1.0","Dear Manikandan B, We are sorry for the difficulty caused to you and your pet. Please share your contact details so that we can help you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[]","[]","[]","43.71","0","110596","positive","98.0","nice one","amzn1.account.AHHCB6FO2O6C4FKCL2IKG3THFP4Q","Sans","[[nice]]","Amazon India","R13G0RU7ISFSHV","4.0 out of 5 stars","Dear Sans,Thanks, we appreciate your feedback. "
"[]","[]","[]","88.49","0","107285","positive","98.0","i always buy this it's good.","amzn1.account.AHWSFIRH3XYGENIE7N3J674M2RCA","Sankalp","[[good]]","Amazon India","R13HGYQRU4ET2L","5.0 out of 5 stars","Dear Sankalp,Thanks, we appreciate your feedback. "
"[packaging]","[bag]","[]","98.59","0","106662","positive","100.0","Wow huge bag and no worries for next 6 months","amzn1.account.AGCF5EZ7MQVV3YWDNQDSIUYVJ5ZA","Kishor Padmanabhan","[[wow, worries]]","Amazon India","R13HRETXG5I9JP","5.0 out of 5 stars","Dear Kishor Padmanabhan, Our customers are our first priority. We are happy that the food was liked by your dog! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","35.588","1","106127","neutral","96.0","If you go by what the cat adores... this he does.He's the boss and he says:  ""It's great, I love it!""Who are we to disagree?!:-)","amzn1.account.AEBFYXDR7IEJ2QWG5Z5LVVMYX2JA","AEL","[[great, love, disagree]]","Amazon India","R13I9OP54045B0","5.0 out of 5 stars","Dear AEL, for any queries and facts regarding your dog/cat please refer to the FAQs on our officil site https://www.pedigree.com/faqs. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall, smell, likability]","[dog, smelling]","[[not eating]]","0.0","0","107187","negative","100.0","dog not eating, even smelling","amzn1.account.AFAS6T45ZH2YSZICPPRONBLDXZMQ","vinayak bhapkar","[[smelling]]","Amazon India","R13K4PBLUTRV6X","1.0 out of 5 stars","Dear vinayak bhapkar, We're pleased to know your dog appreciates pedigree. Do continue imparting more pedigree encounters to all of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","44.245","0","106971","positive","98.0","good","amzn1.account.AF555TJL63UCVJDKUNC2PSPX2HMA","Amazon Customer","[]","Amazon India","R13KWCDRPU631W","5.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","47.585","0","111057","positive","98.0","Great","amzn1.account.AH4ZAQRFISEPVKBHD5IT7F7MF3OQ","vijayta","[]","Amazon India","R13L3DJFYUMY20","5.0","Dear vijayta,Thanks, we appreciate your feedback. "
"[product-overall]","[dog]","[]","96.15","0","107620","positive","100.0","My dog loved it","amzn1.account.AGPCJN3EZJ6ZLFFQITO7FHYCWM7Q","Amazon Customer","[[loved]]","Amazon India","R13LISDZ3KJED","5.0","Dear Amazon Customer, Glad to hear your wonderful experience with pedigree, do keep writing to us with more such awesome experiences! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[price]","[money]","[]","-43.71","0","107024","negative","100.0","Waste of money","amzn1.account.AF5KDRPESD4R3XW4A7WRVZB7NUCA","Aira shahi","[[waste]]","Amazon India","R13N89OBU035I2","1.0 out of 5 stars","Dear Aira shahi, We apologize for the inconvenience caused. Please get in touch with us on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[product-overall]","[dog]","[]","83.21","0","109712","positive","100.0","The dog seems to like it..","amzn1.account.AH7CGVO75EO6LXVQWQ2XV3B44OVA","Kudva","[[like]]","Amazon India","R13NDF5AR14RU1","5.0 out of 5 stars","Dear Kudva, We're happy to know your pet appreciates pedigree. Do continue imparting more pedigree encounters to us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","38.5875","0","106770","positive","94.0","My persian cat loves whiskas more than Royal Canin but she had a hairball issue. This one really works in reducing that. I don't knock how but it does. She doesn't have that frequent hairball any longer.","amzn1.account.AH2UPQOMQNBSCPKUTWP3QNVRUIEQ","Shraddha","[[loves, royal, issue, works, knock]]","Amazon India","R13O3GFNA99OB9","5.0 out of 5 stars","Dear Shraddha,Thanks, we appreciate your feedback. "
"[]","[]","[]","43.71","0","108226","positive","98.0","Nice packing.Delivered in time","amzn1.account.AEK63R37R2YPSID4VU4LR5LABGKQ","NARESH.G.R","[[nice]]","Amazon India","R13T603S303LM4","5.0 out of 5 stars","Dear NARESH.G.R,Thanks, we appreciate your feedback. "
"[price]","[money]","[]","42.4","0","110148","positive","98.0","U urself inactive the subscription so that u charge more money from customer. Make clear policy of subscript items.","amzn1.account.AFNGFG6M4MPBIFNTQCIWXCZE7WJQ","Anubha","[[inactive, clear]]","Amazon India","R13TAFA6WQKX3K","2.0 out of 5 stars","Dear Anubha, Cheerful to realize that the item could live upto the your desires! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall, product-condition]","[product]","[[expired]]","-96.87","0","106544","negative","100.0","0 stars r deserved got expired product","amzn1.account.AFQBIYYEJYADOCBRW5GXBJPRC7SQ","ashwini sakpal","[[expired]]","Amazon India","R13TDYJ8WYT7L2","1.0 out of 5 stars","Dear ashwini sakpal, We apologize for the inconvenience caused. Please get in touch with us on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[food-ingredients, nutritional-information, product-dimensions, product-overall, taste]","[veg, chicken, nutrients, 3kg, dog, puppy, pedigree, dog food, taste]","[]","86.27","0","107049","positive","100.0","it is god dog food with enough nutrients and taste i ordered 3kg veg and 1.2kg chicken and milk for my puppy he loved it he enjoys eating veg pedigree.","amzn1.account.AENGLIFVKKIR4AFBPWO4TS27BVQQ","Amazon Customer","[[god, enough, loved, enjoys]]","Amazon India","R13VB1HHLSFD0N","5.0 out of 5 stars","Dear Amazon Customer, We at pedigree are happy to know how pedigree was preferred by your dog! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[product]","[]","31.235","0","106218","positive","100.0","top class product","amzn1.account.AFG7IFFXSXPXE2ZPR7Z6NZMROG5Q","Nikhil Agrawal","[[top, top class]]","Amazon India","R13WYVQGEBO5X5","5.0 out of 5 stars","Dear Nikhil Agrawal, Glad to realize that your dog prefers pedigree! Continue writing your magnificent encounters to every one of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","48.075","0","107633","positive","98.0","best quality","amzn1.account.AEW7I2S775DD7HMPVZ7S7PA5CELA","Roop","[[best]]","Amazon India","R13XJ6PMAHI41R","4.0","Dear Roop,Thanks, we appreciate your feedback. "
"[]","[]","[]","44.245","0","107934","positive","98.0","Was good.","amzn1.account.AHAQOHABVTIZZDYOJNIDFFRCDMPA","Jk joe","[[good]]","Amazon India","R13ZBXW7D6HI8T","5.0","Dear Jk joe,Thanks, we appreciate your feedback. "
"[product-overall]","[product]","[]","44.245","0","112675","positive","100.0","Good product .","amzn1.account.AGYWEGGRNLBSFJNVB64SSIK4JZIQ","Brij Mohan","[[good]]","Amazon India","R140XNAHAIVHVN","4.0","Dear Brij Mohan, Super happy to know pedigree was loved by your pet! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[food-ingredients, product-overall, product-overall]","[meal, puppy, pedigree]","[[recommend]]","40.2275","1","106066","neutral","100.0","My Doberman puppy just loves it. It is his daily treat at the end of the day. After his last meal and nature's calls, he obediently enters his cage, sits and waits there oozing all goodness. Ask why? Because he knows that I will give him his Pedigree Dentastix.I recommend it for all owners with naughty puppies, esp. ones which do not want to enter their cages to retire for the night. It works like magic.","amzn1.account.AE6IKJTQPUT27XDAKDAH6YONMOJA","Raj","[[loves, treat, last, goodness, recommend, naughty, works, like, magic]]","Amazon India","R1411AQX47STMF","5.0","Dear Raj, for any queries and facts regarding your dog/cat please refer to the FAQs on our officil site https://www.pedigree.com/faqs. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[packaging, product-condition, packaging]","[packet, packing, condition]","[[open]]","-34.435","0","110503","negative","100.0","Both the packet was in open condition inside the main packing. One of the Packet was having only 14 quantity rather than 15.","amzn1.account.AEIMPIVZXLUZDVBRPVZPBKLF5GTQ","Nirbhaya Singh","[[open]]","Amazon India","R1436SOTJ2QLND","1.0 out of 5 stars","Dear Nirbhaya Singh, We apologize for the inconvenience caused. Please get in touch with us on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[]","[]","[]","0.0","0","108235","negative","98.0","Supper","amzn1.account.AEPCLUXOBQMGTPDOII2Y4ZGEFSMQ","jinal patel","[]","Amazon India","R14382ESYKNT5W","5.0 out of 5 stars","Dear jinal patel,Thanks, we appreciate your feedback. "
"[body-parts, food-condition, product-overall, taste, likability]","[tail, dry, dog, pedigree, taste]","[[wagging]]","66.6675","0","109016","positive","100.0","My dog(bitch) went mad over this one. Initially I was feeding her dry Pedigree which she didnt appreciate too much. But once she got the taste of this stuff, she started following me everywhere, wagging her tail continuously on seeing me.Maybe I could construct a Pavlovian experiment using this stuff :)","amzn1.account.AG6NKIQRXRNZJGTVFGAXKFSMTOGA","Amit","[[bitch, mad, appreciate, too much]]","Amazon India","R143PHL9M6K701","5.0 out of 5 stars","Dear Amit, Super happy to know pedigree was preferred by your pet! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","0.0","0","110298","negative","98.0","Woof woof woof !!","amzn1.account.AGXKCDFW44AH5OUSKB75WBITGTPA","pongo","[]","Amazon India","R144EC4K744NJH","4.0 out of 5 stars","Dear pongo,Thanks, we appreciate your feedback. "
"[product-overall]","[item, puppy]","[]","81.505","0","107112","positive","100.0","the item arrived earlier than the commit date. my puppy just loves the food.","amzn1.account.AH3KYH3SPMA5WCK7XFG6NCGZVXQA","bharath","[[loves]]","Amazon India","R145EXSS71IT7N","5.0 out of 5 stars","Dear bharath, Happy to know that your dog likes it! Keep sharing your wonderful experiences with all of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[product]","[]","44.245","0","108487","positive","100.0","Good product","amzn1.account.AEY7HSSO4OJABM7D6CIJK4HNCQYQ","Amazon Customer","[[good]]","Amazon India","R1461QIT14MLDN","4.0 out of 5 stars","Dear Amazon Customer, Our customers are our first priority. We are happy that the food was liked by your dog! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[etailers, food-ingredients, product-overall]","[amazon, rice, home food]","[]","20.8025","0","109225","positive","100.0","I bought it for 3 kittens at my house. However, 1 of them just wouldn't touch this, and instead preferred home food like milk and rice etc. Though the other 2 kittens and their mom would finish everything off the bowl as if they haven't eaten in weeks.Delivery by Amazon was as expected and on time.","amzn1.account.AGEY5UIVNRF7XLPOKRNU7WBNIH2Q","Prithvijit","[[like, as expected, on time]]","Amazon India","R1479WRHBUGLAB","5.0 out of 5 stars","Dear Prithvijit, Happy to know that your dog likes it! Keep sharing your wonderful experiences with all of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[dog, pedigree]","[]","-87.42","0","108759","negative","100.0","I chose it, but my dog is not ready for an adult pedigree, though she is above 14 months.","amzn1.account.AH6ZH336UG5FBPT72JZIUGAJJMKA","Poonam Kaur","[[ready]]","Amazon India","R1489LFSCQFO4E","4.0 out of 5 stars","Dear Poonam Kaur, We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[price, product-overall, vfm]","[price, product, price]","[]","88.49","0","107293","positive","100.0","Good product at this price & goodseller","amzn1.account.AHDNPH5SCHAVE6ZMT76I4F5E474A","sugato banerjee","[[good]]","Amazon India","R1498J0BHJWCDE","5.0 out of 5 stars","Dear sugato banerjee, We're pleased to know your dog appreciates pedigree. Do continue imparting more pedigree encounters to all of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","44.245","0","110687","positive","98.0","Good","amzn1.account.AES72POQ22QHNHIHWEPEVYGRWKGQ","Amazon Customer","[]","Amazon India","R14BA4YAJFGDGH","5.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[dog-user-breed, product-overall]","[bernard, stix]","[]","43.095","0","110702","positive","100.0","MY Saint Bernard loves them.. This is the only large variety denta stix i can find for her and serves the purpose..","amzn1.account.AEEVSISEPH7FVCIRYJPN53MD4JMA","jomin","[[saint, loves, variety]]","Amazon India","R14CW680YCRB3U","5.0 out of 5 stars","Dear jomin, At pedigree clients are our top priority, happy to realize that we can satisfy that! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[etailers, product-overall]","[market, product]","[]","95.4575","0","106265","positive","98.0","This is by far the best cat food available in the market. This packaged cat food is famous all over the globe & all cat owners like me loves to treat their cat with this delightful food. But one more thing you should remember is, some cats will love this food very much, whereas some will not even sniff it. Overall a great product !!","amzn1.account.AFPUMSSPGKVDTH5DEI523ZDQI7VQ","Samrat Chattopadhyay","[[best, available, famous, like, loves, treat, delightful, love, great, the best, a great, by far the best]]","Amazon India","R14DOTGY1IMEG","5.0 out of 5 stars","Dear Samrat Chattopadhyay, Super excited to know pedigree was liked by your dog! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
