"","confidence_score","id","polarity","response_confidence_score","review_text","reviewer_id","reviewer_name","source_name","source_review_id","star_rating","response","response_2","response_3","degree"
"1507","-51.45","107510","negative","100.0","My beagle likes it okay but hasn't improved her coat","amzn1.account.AGUUKBR7B6XRI7ZIGT4BBIAVUR5Q","Amazon Customer","Amazon India","R2MV08YZMXGAZV","4","DearAmazon Customer, We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","",""
"1508","40.685","107511","positive","100.0","value for money","amzn1.account.AHF533EBBYTAGU2QDN2STWXQWI2Q","Naresh","Amazon India","R3MI7XJI12K3KR","4","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1509","32.7266666667","107512","positive","98.7","Please deliver more recent packs. The one I received had a manufactured date in June. Though it has a 12 month shelf life, 6 months have already gone by and I wish to look to the wellness of my pet, with a more recent and fresh package.","amzn1.account.AEQ2YNLRFXUPKCJTDFQKJVD4CNAA","Sanju Madhumitha","Amazon India","R3MVM768VQM6PG","1","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1510","92.955","107513","positive","99.35","Product is in good condition and quality. My GSD love to eat it.","amzn1.account.AHISNFP4YK2HDDVLYC7GOZC4D7KA","Rajneesh Khatri","Amazon India","R3HQSF3HTTKOR9","4","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1511","0.0","107514","negative","0.0","I got the same product for 1450/-","amzn1.account.AFFDSN2ICTRTWVU57XYCVZ7JJ2QA","Romin","Amazon India","R35OQWL44KR9BH","1","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1512","47.725","107515","positive","98.0","Best","amzn1.account.AERBUNHXOOSBNUPHTOJIFEPD3MXQ","Manoj","Amazon India","R2A3C6IAF1XCV4","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1513","0.0","107516","negative","98.7","I received product of June 2017 batch with MRP of Rs.535.I have been billed at Rs.495 based the New MRP of Rs 550 . I have received newer products in November supply but older stock in December. For product with MPS of Rs 535 the billing rate should have been less.","amzn1.account.AH5FF4HPHVX4VPNXVFZK3HXJHE6A","Amazon Customer","Amazon India","RL9U5TCU4QQG","3","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1514","-56.96","107517","negative","100.0","my dog dont eat thisit is very hard to chew wont suggest this","amzn1.account.AEIPRV6MUN5GCFUXLPDJEMSSW6SA","Amazon Customer","Amazon India","RSA6KO81V8UB6","1","DearAmazon Customer, We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","",""
"1515","43.71","107518","positive","0.0","Nice product","amzn1.account.AH4FIANB5CGD26HUUDVFDMGDLJHA","Soham w.","Amazon India","R194VUCYKEJWCJ","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1516","46.885","107519","positive","0.0","Excellent product","amzn1.account.AHC3JFXMEXLOFGA6AU7NP6BDQNZA","JITENDRA VERMA","Amazon India","R1W3PNRVU8H0P0","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1517","44.245","107520","positive","98.0","Good food","amzn1.account.AFV73JEVYSJLNLM46QNZH5CGAQMA","Amazon Customer","Amazon India","RW4LVKTGHJXCT","4","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1518","-88.49","107521","negative","98.0","my dog simply cannot loving it.","amzn1.account.AHGFBCGZSKGCAEKL7XNJQOMS6STQ","Edwin","Amazon India","R14Z6Z1GQLVVSS","5","DearEdwin, We are sorry for the difficulty caused to you and your pet. We ask for you to share your contact details with the goal that we can help you better on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","",""
"1519","47.585","107522","positive","98.0","Great","amzn1.account.AFOGGHMC7JL5K23GE7724E6RANDA","Narresh","Amazon India","R1K4TP0BKRKMTX","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1520","86.19","107523","positive","98.0","My pet loves it.","amzn1.account.AH6I2AI4BLQ26MGPUR3EBGTTI6QQ","Oswald J.","Amazon India","R30TQL03KNSKWJ","4","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1521","38.41","107524","positive","98.0","ok.","amzn1.account.AHPBNYOP6QBE4CQZVJQEH24DW7CA","Amazon Customer","Amazon India","R2HSCOAXVHFYR7","3","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1522","45.52","107525","positive","98.0","Good quality.","amzn1.account.AHXX3FNSXJLUWFNPRP2Y75BLLTNQ","shalini","Amazon India","R32O0KH5AHFSKJ","4","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1523","43.095","107526","positive","98.0","Yes","amzn1.account.AGTVIZF2FEVHVK7THW66AKMU4KTA","Amazon Customer","Amazon India","R3O3HRBLGGUGSJ","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1524","95.94","107527","positive","100.0","Thank you for providing such good deals.","amzn1.account.AEUPKEIAEXNZMAHSA6PQAT3K6B2A","Amazon Customer","Amazon India","R1C9B32JD9K7MK","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1525","83.54","107528","positive","0.0","Product is good, but delivery not currect","amzn1.account.AESC5XCJTF3GSE7U5OL55KZNMYDQ","Amazon Customer","Amazon India","R27C5KO29W1000","1","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1526","-41.605","107529","negative","100.0","My dog did not like it. West of money.","amzn1.account.AFHFRG6UNU3GJQHQX2HKV7AZZ25Q","Amazon Customer","Amazon India","RHTT0I30NAMWZ","1","DearAmazon Customer, We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","",""
"1527","38.41","107530","positive","98.0","OK","amzn1.account.AEBDYCNU7G5DPC3DQIEYIM5MICZA","Mariapaul","Amazon India","R1J6CIONFR8X2I","3","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1528","4.23","107531","positive","100.0","My German Shepherd for some reason just doesn't like this... likes the puppy one better :P","amzn1.account.AEDVSJUW4ORQLVMW5DO5JTAZM4BA","Sriram","Amazon India","R1JEI5S0MJGL2Y","3","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1529","0.0","107532","negative","99.35","Pedigree fed labrador 7 months","amzn1.account.AFW6V7LMJKVPZWMNIA4AC6F4EUXA","Tushar","Amazon India","R22M4NYXPFPZTB","4","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1530","-44.245","107533","negative","98.0","Keep in air tight container. Otherwise it will not be good.","amzn1.account.AFEJ7YFROJX2SNJNVX3GPVOMTYWQ","vegi","Amazon India","R2CJMRNHE2586","5","Dearvegi, We apologize for the bother caused. If you don't mind connect with us on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","",""
"1531","0.0","107534","negative","100.0","Got it on discount","amzn1.account.AFKXMY6JXYV4NGWP3WQJF2UUETVA","Vishesh anand","Amazon India","R1PTP602Y5QO6L","4","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1532","44.245","107535","positive","98.0","Good","amzn1.account.AERVXKELDSCBVF5CJT4FC35JF4RQ","9307477466","Amazon India","R38G820VNI2I9V","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1533","46.885","107536","positive","98.0","Excellent","amzn1.account.AESYU7PK32AOQP3PT5BW5JMKNNCQ","Kajal Shelar","Amazon India","R1L2IWTH8BRGJO","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1534","94.87","107537","positive","98.0","My pets love it.","amzn1.account.AHRFBYZJMIST2H3T3Z645QM7JBRQ","Mrs. Jaitha R","Amazon India","RCYKISPBBHFY4","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1535","94.72","107538","positive","0.0","Its very good product my dog is like it but delivered it tempered condition","amzn1.account.AGNP65QZUISE4EXD2GUOESAYZTQA","kiran","Amazon India","RFAUDNA42K092","4","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1536","86.19","107539","positive","98.0","MY ""KUTI"" JUST LOVES IT.....","amzn1.account.AE2DMXLN4IREYLRMTSPIBEBLNOMQ","ANUPAM BARUAH","Amazon India","R3GRJAO8KJXNEU","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1537","86.19","107540","positive","98.0","My dog loves to eat","amzn1.account.AEWZCFLL6Y4H77L4VPG6MCNBF6RQ","ANIL S.","Amazon India","R1IS8LVSPG49K2","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1538","44.245","107541","positive","98.0","good","amzn1.account.AF3DWKKMDAM4X2Z4RFBOMV5FVYEQ","Seema","Amazon India","RHXZZAASXCCO9","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1539","47.585","107542","positive","98.0","Superb","amzn1.account.AGY36EYAGG4J6XO7NGEKM6IPSFPQ","ice","Amazon India","R1QF1JT295DD0T","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1540","44.245","107543","positive","98.0","Good.","amzn1.account.AFIYPH7WFS7EYPTVHMT6DE66HAFQ","Shankar","Amazon India","R22ZUPQBBGL53C","4","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1541","44.245","107544","positive","0.0","GOOD PRODUCT","amzn1.account.AGTJTUIZHBWGUPPUPQGLS7D3VT6A","R K TIWARI","Amazon India","R1H9VNN2LTENO8","4","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1542","51.216","107545","positive","99.35","My golden retriver just loves this thing... He can probably die or kill for this. Got the product 2 days before the expected date thanks to amazon for that. There isnt much to talk about this but i got the product exactly like shown in picture...Peace!!","amzn1.account.AHWMMO2OZINAC22RDCE7GEBPZTQQ","T4Tech","Amazon India","R3T2K78S2GK5NJ","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1543","44.245","107546","positive","98.0","Good","amzn1.account.AEMX633NZW2UJN5QH7FIUN4WJWUA","pramod Kumar sahoo","Amazon India","RDZ5GLC0VUQI8","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1544","96.35","107547","positive","0.0","Good product delivery is very fast my dog is happy to eat","amzn1.account.AFHPJHIZDD53RUQFFPPU7V5OAMEA","karthikkumar","Amazon India","R3G42WIMEYWB7D","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1545","95.94","107548","positive","100.0","Great price and quality!","amzn1.account.AGZAPGOVDKR3I5O7W2KQBKF2XZ3Q","Sanket Saksena","Amazon India","R1L6XGN74X5DRP","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1546","44.245","107549","positive","98.0","good","amzn1.account.AHQKAK3M2PYLJQPYXOJOE5TKAVXQ","Amazon Customer","Amazon India","R1YE4K9VC8WO0U","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1547","98.9","107550","positive","99.35","My dog loves it  his fav foodThanks Amazon for great delivery","amzn1.account.AE7E4O5AG5LGMAYHCXNRNW4LPWHQ","Madhulika","Amazon India","R7O4Q8UDJ3HCI","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1548","44.245","107551","positive","98.0","Good","amzn1.account.AHVRRTYD6K3NEHTDXT36LX5PTTQQ","sk narad","Amazon India","R3ICR2HWYWKYY9","4","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1549","34.89625","107552","positive","98.05","1. i dont know about 5 signs of good health but this contains many of the micro and macro nutrients which is essential for a dog. supplementing this with some milk, and raw eggs cooked ragi.2. i bought this mainly because we had to cook ragi too often. this helps extend the frequency by which we cook ragi.3. its good enough. i like the smell. i can confidently say that if i were a dog i would be all over this.4. i ordered a 10kg pack. its particularly difficult to preserve the freshness for more than a month. pedigree should reinvent the way we use this. maybe give it an airtight flap in the bottom from which the food can be removed.5. feeding the dog only this would be a costly affair. hence we use half pedigree and half home made food like ragi.its a good product. i would recommend it to people who struggle to prepare food very frequently. helps you feed nutritious food for your best friend","amzn1.account.AHI2E6ZSNCN5DUXM65OZLI5HV73Q","Ighishi","Amazon India","R36IHR6P3J7Y0Y","4","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1550","88.49","107553","positive","0.0","It reached early before the expected delivery date, thank you.","amzn1.account.AFO522FXVFQ7Y3CQ4REZVIJHS2EQ","T. Hongsha","Amazon India","RNMGGYVZG4RZC","4","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1551","85.85","107554","positive","100.0","As usual its good ...my Labrador likes it.","amzn1.account.AFJC24CIZLJDHLPKGFUNLWEX3ZRQ","Rajendrakumar R.","Amazon India","R2DUBS0RR4PRWV","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1552","44.245","107555","positive","98.0","good as expected","amzn1.account.AHGJHN2KJXXKM4GHJ2K5Z6XCYAMA","mahesh m. salekar","Amazon India","R3OBMJ11M25W2K","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1553","88.49","107556","positive","0.0","Good product for dog.","amzn1.account.AGXESOZVWCN5F5AVM27HY4UAKAHQ","Akshay.Hebbalkar","Amazon India","R3L96C97HJNRMK","4","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1554","47.27","107557","positive","98.0","Super","amzn1.account.AGX7EPTF35UDFPQQZSD4XEYPOIVA","S kumar","Amazon India","R17RH7UB58LW6M","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1555","79.26","107558","positive","100.0","my golden retriever puppy didnt liked it, as they looked very dry!","amzn1.account.AG2POKIMBIA6APEMPB3HS35SH7IQ","Kiran Kumar","Amazon India","R32JL301J0HYP6","2","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1556","44.245","107559","positive","98.0","good","amzn1.account.AG5D25EZCSG66UCXZV6MLT7XIAZA","Amazon Customer","Amazon India","R1XZ3ONLPN9TUL","4","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1557","95.66","107560","positive","0.0","Great price.on time delivery and my dog loved it","amzn1.account.AHOXAV7TUEZVL3WK3NWE5YJBZHAA","Gurdarshan kaur","Amazon India","R1A85A8JM0BGLL","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1558","-83.21","107561","negative","98.0","This is full of fillers - don't feed it to your dog - soya and corn is bad for your dog","amzn1.account.AE2SI6FJ7OYFA3YR53ZMAB6HAWQA","Aaditya Bugga","Amazon India","R1RK32DHVIO3ZJ","1","DearAaditya Bugga, We are sorry for the inconvenience caused.Please get in touch with us on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","",""
"1559","-67.43","107562","negative","98.05","product quality is very inferior my dog not intersted . The product should have chiken and veg but nowhere chiken ingredient available .i have wasted my money. now let me know how to return open bag pedigree to amazon.","amzn1.account.AF2EP672H6R3WHMO3SZQDHVK2KUA","Amazon Customer","Amazon India","R1DVLXJ2TZ5FNW","1","DearAmazon Customer, We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","",""
"1560","44.245","107563","positive","0.0","Good product","amzn1.account.AFE3TWOTAOTQPVWEYTB3RHHTPVSA","Abhishek","Amazon India","R2KD5M0ASJJGOU","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1561","57.35","107564","positive","98.7","I got Pedigree Dog food at a competitive rate.","amzn1.account.AG5MPTURKDQIKJWZCVGNC5R6GEAQ","Amazon Customer","Amazon India","RZHO9PGYWYOJU","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1562","47.725","107565","positive","0.0","Pedigree is Best food for pet. My 14 yrs experiance.","amzn1.account.AHS75ILJEGLQTCMJ74TFUUSRE5MQ","hasu","Amazon India","R2ATYH15MNWV6S","4","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1563","86.19","107566","positive","98.0","MY LHASA APSO LOVES THIS MORE THAN ROYAL CANNINE","amzn1.account.AEJRXTRP25KFXNJVBR77REIZHRCQ","angel","Amazon India","RIZYCD3ER2PR9","4","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1564","43.8142857143","107567","positive","98.7","HiIf company guys could mix this pack with meat and rice and sell would be less hassle for me.My dog is eating more pedigree since i have started mixing in combos.I wish u guys make combo of veg+non-veg or like wise.Apart from her home cooked food she eats pedigree only for dinner and had started losing interest in it. I was almost about to replace pedigree with home meal for dinber as well and just thought of mixing pedigree. Now she shows interest in eating it.Hope u people make it interesting for dogs to eat.","amzn1.account.AGHDXWHSX3KLNBOEWZQURWSLCOMA","Amazon Customer","Amazon India","R9ID8NS2TC1WL","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1565","85.485","107568","positive","0.0","Fresh food. Quick delivery.","amzn1.account.AEMRYUGHEOXIB32XM3KWMLVRGJRQ","SUKHJIT SINGH BHOGAL","Amazon India","R2MG8J8ALO7JHD","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1566","43.71","107569","positive","0.0","Nice product","amzn1.account.AFLUQRQR2ONSD65WKEIGIJE2JEMA","Yogesh","Amazon India","R3NYR364YQ40K6","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1567","96.15","107570","positive","100.0","My doggie loved it.","amzn1.account.AFUFG7NTTEO5MI4NDPR2RLHBSWBA","Yogesh Kamble","Amazon India","R2D5IZ3SXSWKX5","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1568","88.49","107571","positive","98.7","Pedigree food is Good for all kind of dogs mostly foreign breed.","amzn1.account.AEJ7SNVQDPNJVZ2EHUOF4FIS53WA","ANKIT DIWAN","Amazon India","R1FBM0R4FETI2Q","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1569","32.83","107572","positive","0.0","Received the product before delivery date. My pet is very happy with it and enjoyed it very well. But the only thing is that the bag has a hole in it when we received it.","amzn1.account.AGAHGOET3L4CTHGO646T7O3RJ3BA","verma reena","Amazon India","R349MU9ZMZ567F","4","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1570","-96.69","107573","negative","0.0","product is not so fresh , my dog doesnt it that, waste","amzn1.account.AEITPB5CJ2LSOBGQS4JPFHMLWAIQ","Amazon Customer","Amazon India","R1BPUSEVELFI83","5","","","",""
"1571","31.235","107574","positive","98.0","Recommended...","amzn1.account.AGIYYCCNPCGRFELRETM5X4ZHAOPQ","VIVEK B S","Amazon India","RWFPN67A70BGR","4","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1572","66.2563636364","107575","positive","98.05","Genuine product, well packed, I placed order on 21st sep at around 8 or 9 pm and I got this on 23rd sep at 11.30 AM. Super fast. Checked manufacturing date, And yess got new bag in a perfect condition and that too in just Rs.1380/-  + free home delivery. Whereas In local stores,  it would have cost me around Rs.1500/-without home delivery. So this is awesome. Happy:)Amazing deal. Loved it. :)","amzn1.account.AHJRDG4ETD22F6UYTX3LVDXTB53Q","Amazon Customer","Amazon India","R90OVIVKARA7K","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1573","0.0","107576","negative","98.0","Nyc","amzn1.account.AGRHMZLF6VLSIDULF5BNXHID2DDQ","Sayan Dutta","Amazon India","R1D9BRSXP6S7HQ","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1574","87.42","107577","positive","98.0","This time I am satisfied.","amzn1.account.AGVF6HYZWTRWGQK2IZLI4JD7BLGA","Kishore Guha","Amazon India","R1FLV9JZBCSDUY","3","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1575","0.0","107578","negative","98.0","Received in this state.","amzn1.account.AF2ZE764MAI2J3QCYPTRU57FIDHQ","Kartick Pai","Amazon India","R1160BSPXTB4NF","2","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1576","44.245","107579","positive","0.0","good product","amzn1.account.AHQAGIZQBK6GU34IVHYVDKRWA6ZA","Vasu rajan Shanmugavel","Amazon India","R1WVAR8G6MAYV","4","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1577","0.0","107580","negative","99.35","My comments before need to be here, under Chicken&Vegetables category of Pedigree  instead of meat & Rice whereas all other comments can be moved to here/this place.","amzn1.account.AF3Z4OMCBPXYSSRZY3K5DMSS4D3A","Raja","Amazon India","R4KV5CD0DXNGT","2","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1578","83.21","107581","positive","98.0","EVERY DOG LIKE THIS FOOD","amzn1.account.AFJ5K2JMAA4AG4SWV2DL3UAYLRHA","Prince Products","Amazon India","R12PSKAEM08ETE","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1579","0.0","107582","negative","98.0","As expected","amzn1.account.AFKZ2BSWUS3PCHP3XXL54UCYC2YQ","Amazon Customer","Amazon India","R22A12XRSV34T8","3","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1580","-87.34","107583","negative","100.0","Price is a hair side regularly is a very difficult to purchase","amzn1.account.AEVZQD24BFRCNX54GLBSJIHJDNXA","Amazon Customer","Amazon India","R8YJH9DJAV0NQ","4","DearAmazon Customer, We apologize for the inconvenience caused. Please get in touch with us on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","",""
"1581","9.805","107584","positive","98.0","AVERAGE","amzn1.account.AH63EJPE5ZNZT7FXAPTOB26ILC5Q","Amazon Customer","Amazon India","RWRGCN6PAP4WM","3","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1582","44.245","107585","positive","0.0","Good product","amzn1.account.AE24FYUFFSXUGZJ6CDATOMTNK3ZA","Amazon Customer","Amazon India","R2FAFCVGBU25TL","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1583","46.885","107586","positive","98.0","Excellent","amzn1.account.AFWY46TMFV2QMBQHFUCFWA2DCSWQ","Amazon Customer","Amazon India","R2B649V2BRFF29","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1584","44.245","107587","positive","98.0","Good","amzn1.account.AFODATU6VUU6JAPRULYGVAMMNFLQ","Ranjana Rao","Amazon India","RYNOUXAXA3DOS","5.0 out of 5 stars","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1585","0.0","107588","negative","98.0","Rating-5/5.","amzn1.account.AFXPNXM4PQLENPR2LPZKKRIO3R6A","Manojkumar","Amazon India","R8HPZ56U0B783","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1586","88.49","107589","positive","98.0","I bought it's good.","amzn1.account.AGKOOGTUAMSUTXB2T7RVTQMJFDZA","A Praveenkumar","Amazon India","R2XU9U21WHWMYT","3","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1587","44.245","107590","positive","98.0","Good","amzn1.account.AHSXATKNHG224N3LKW5JUFX7VWKA","Sunil c.","Amazon India","R1BD574KGCJYDU","4","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1588","97.98","107591","positive","0.0","my dog love the food n good package and came on right time","amzn1.account.AELAV4G6MZIBCLU7HDUGK3ITWYLA","swaroopa","Amazon India","R1QT2XUMDN8GGZ","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1589","44.245","107592","positive","98.0","Good","amzn1.account.AGVEMQGHF5K67TP7MBIWLEU5QGQA","Suvarchala","Amazon India","R25NO3N27U00QA","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1590","38.41","107593","positive","98.0","Ok","amzn1.account.AGDHSJ4WVERDJ2BTPMPJOMLHBWGQ","Bhims","Amazon India","R270BMHXXH83SW","4","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1591","-52.5775","107594","negative","96.06","My puppy died within a week of eating pedigree. She had a paw missig and i adopted her fm the street. She was happy with roti dal rice etc. Then i decided to treat her and bought pedigree. She puked on the first day of eating pedigree,..i didnt realise it was due to the pedigree that she was puking. For a two days she got weaker and stopped eating. Two days later i put her on curd rice which she started to eat. But in my excitement i again fed her pedigree.. the following day she puked and had thin stinky stool and developed partial parallysis. From there it was all down hill despite my prayers.. poor Nanhi died two days later after having struggled with a convulsing stomach all night, trying to puke even when there was nothing left.. iit has taken me two months to overcome the shock and write this review. This was because an emaciated kitten i was nursing fm a week ago also died after i fed him pedigree. It seems that this pedigree is a poison for young animals. I have been feeding it to larger dogs who dont have problems with it.","amzn1.account.AER7DS2IY7OY4QMHLW2OVE25BCLA","amit","Amazon India","R3GVO0M38HQ6QY","1","Dearamit, We are deeply saddened to hear about your dog. We request you to share your contact details so that we can assist you ASAP on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","",""
"1592","95.7","107595","positive","100.0","Value for money and good deal","amzn1.account.AG3WJLMMLWXJE5Y63UTXDJG6RCNA","Amazon Customer","Amazon India","R3PO1MFNKXW7QV","4","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1593","-64.43","107596","negative","98.7","I am buying this item every month since last 3yrs for my pets .Not everytime but this month the product is not satisfactory atall..some manufacturing problem must be there.Odd smell is coming from the food & happening to be rubber type material when in wet condition.","amzn1.account.AFL3SLTFZLIPLP5MKRR5HPKB77TQ","Amazon Customer","Amazon India","R3I5V1UNV575US","2","DearAmazon Customer, We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","",""
"1594","86.19","107597","positive","100.0","My German Shepherd loves it","amzn1.account.AE7CZNEWDIYFUAAGMLBNEEJWESEA","Devi Vijay Kumar","Amazon India","R2VSHLVX3E2PWD","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"1595","0.0","107598","negative","100.0","Mouth watering for my furry kid","amzn1.account.AEZK7IGTIJGTG5BKB2JFSS3WBCYA","Rani","Amazon India","R3773253OLZZYK","4","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1596","0.0","107599","negative","-2.0","Tried and tested product. Please give a phone call on the morning you plan delivering.","amzn1.account.AHCJTWZRHPHCZBNJCG4CXUDZ5HEQ","Tilak Narayan","Amazon India","R1CMFWVY9JLIJM","4","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1597","44.245","107600","positive","98.0","good","amzn1.account.AHTGGFQAIDKBMWMK47V7QUC66C5Q","Amazon Customer","Amazon India","R2NGDW9V1GSBP7","4","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"1598","94.87","107601","positive","98.0","MY DOG LOVE THIS","amzn1.account.AHTPY7DL5NTTTQ3JK4QCIWXQSSEQ","Ruchi","Amazon India","RJ5XHUSRSH99N","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"1599","44.245","107602","positive","100.0","Good price","amzn1.account.AGIH7CLFZZXTBQZ4LZ2FCJM3RIMQ","Hemendra Jaiswal","Amazon India","R565Q1H5QSBKK","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
