aspect,aspect_keyword,flag,id,review_text,reviewer_id,reviewer_name,sentiment_score,source_name,source_review_id,star_rating,response
[],[],0,106239.0,My cats love this. Awesome thing I have been waiting for. Worth it.,amzn1.account.AHOYELJRNZJPM6YAEFLCYYS577XQ,Namratha Surve,98.75,Amazon India,R2E8Z0U46FRR3Y,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,106240.0,Nice,amzn1.account.AFRB2Q2ZVZ4VKJBIWYDCN3NOOR5A,Don,43.71,Amazon India,R1SN026PQ8SFCF,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[],[],0,106241.0,BEST FOR MY LITTLE QUEEN...,amzn1.account.AFVVW3MFH6TUZSNFIPIVFE46KFFQ,SANDIP BAGCHI,99.81,Amazon India,R2A50DVW8SCS75,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[all, convienience, delivery]","[amazon, packing, delivery]",0,106242.0,Very nice food healthy and fast delivery by amazon nice packing just go for this,amzn1.account.AEYMW56T43UTQIZXCJCTTC2HPRWA,hitarth m sharma,99.99,Amazon India,R3IRIRSA9RVULS,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[all, dont_reply]",[product],3,106243.0,"Good product,  my cats love it",amzn1.account.AFNK6ACFHUHDYC37KSN3OHULQ3DQ,Kiran mir,99.96000000000001,Amazon India,REOCQBLWSYI1B,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[all, dont_reply]",[product],3,106244.0,Excellent product. My pets love it....,amzn1.account.AFZSMK4UGQ4TJCRY44DJ27KXL3QA,Amazon Customer,98.99,Amazon India,RRVQ3CRBCAUH1,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[],[],0,106245.0,"my cats love it, expecially if discounted or with some additional gift (sample food pouch)",amzn1.account.AHKNC7D7UDBFRAPN56XJLHMEPLXQ,SG,99.99,Amazon India,R2GN8613NTDNAF,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,106246.0,A very healthy food for my cats. My Whiskers love Whiskas.,amzn1.account.AE3V5H2D6DZZWONGGVQVUGCJM7OQ,Madhavi Srivastava,99.695,Amazon India,R3R6LZV8O346P4,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,106247.0,My cats love it... that's what i want...!,amzn1.account.AE4W3JCXY5LJU2U7UVBIP77CDHWQ,Muralidharan,88.235,Amazon India,R383HLTG69MWWH,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,106248.0,my cat like it but not as much as it likes Meo kitten ocean fish.,amzn1.account.AFXATVBBOR466TVSANI7253QYDMA,ranjith raja simha,99.98,Amazon India,R2V19BCG5BEF9A,4.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,106249.0,Good,amzn1.account.AG2ES3FEZI4CIO4P6COLXOS3D2EQ,Mohan Jacob,44.245000000000005,Amazon India,R2SJTKAKZR5ZK1,4.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,106250.0,EXCELLENT,amzn1.account.AHVDT3WGUHFUO63UCKKPCQS3E7QQ,Amazon Customer,46.885,Amazon India,RTK7N3MK8QXHK,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,106251.0,my cats like it,amzn1.account.AF2B5ZSFXANYIQOUK2D6TUVGMDWA,Ransu Joshi,98.64,Amazon India,R2T9G5I4MKY4NU,4.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[],[],0,106252.0,my cat loves this... i am happy,amzn1.account.AGSCZ7Z54QMVF5OUSX3XTCOQLMUQ,Sandeep,98.535,Amazon India,R33ZDSY9IXCQB7,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[information],[kilo],0,106253.0,Fooled me with the one kilo free tactic. Got nothing extra,amzn1.account.AGEVV2WCB6FYPZAEKCXJNBJARSGA,Amazon Customer,-48.949999999999996,Amazon India,RST9YD58I9VO6,2.0 out of 5 stars,"DearAmazon Customer, We apologize for the bother caused. If you don't mind connect with us on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[all, dont_reply]",[product],3,106254.0,received the product,amzn1.account.AHRP5I27PSDS2NJQ5LRXLPT5ZPZA,Franz Fassbender,0.0,Amazon India,R2Z32RB0YHFIFF,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[],[],0,106255.0,My cats loved it,amzn1.account.AGTQRUFXY6HS5NPKFE4RZ6KNG3BQ,Rahul,99.75,Amazon India,R2BFD8UV7QZT0H,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,106256.0,good product.value for money.fast shipping.highly recommended,amzn1.account.AGZYU7ZDFSKRVAXBI6NJR2SPH46A,Raghuvir Khanna,71.2325,Amazon India,R2IHCZJJ55TC0A,4.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[convienience, delivery, dont_reply]","[packaging, delivery]",3,106257.0,Prompt Delivery. Good packaging. Our cat loves the food.,amzn1.account.AHQ7YPTLFMYIN2CF6T2VYAD4YNXA,User,65.34333333333333,Amazon India,R1A1G5TN7A7Q8O,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,106258.0,"My kitten loves it, I feed her 3 times with Tuna. It is still advisable to give multiple choices like mackerel or ocean fish on intermittent days!",amzn1.account.AF7KJ44ISLAWBCFDNCS43EM3YU7Q,Alexjo,99.885,Amazon India,R22OE2PGTBI04V,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[all, dont_reply]",[product],3,106259.0,Good Product and delivered to me very quickly. But a little costlier,amzn1.account.AHFF6GCPTH4T7GRCPOMKALGFXDDA,NK Sharma,49.89,Amazon India,RI4EL38RB54NT,4.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[all, health_impact]","[product, health]",0,106260.0,It is a very good product my cats are happy to eat & they are keeping good health,amzn1.account.AHKJE6DELC26KMX6Z54PVFAZF6JQ,Ranjitkumar Chakravarty,100.0,Amazon India,R2JHUZB5N339AH,4.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,106261.0,thank you,amzn1.account.AHZYDANFAMJNB2XMMYUY4XI3XNGQ,shama,47.435,Amazon India,R3GKGGBX2L1HK6,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,106262.0,Fine quality in all respect.i recommend it.,amzn1.account.AG5SZCIWX7Y4EEQWRM2UPOK2E4FA,Mahendra K,98.715,Amazon India,R2W1ICHYUA2RNX,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[all, delivery]","[amazon, product, delivery]",0,106263.0,I <3 Amazon for this quick delivery and quality product!,amzn1.account.AEDTFQRAE72ZAMCQ4WAFQJVMSKCQ,Amazon Customer,99.95,Amazon India,R1UT5T6UOWRDN2,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,106264.0,My cat literally craves for it. Loves Tuna more than ocean fish.,amzn1.account.AG6GM6VMUTRJQANJ3NUCAHSXQEQA,Prashant Shalgar,49.76,Amazon India,R2UUZOY0G30R60,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[all],"[market, product]",0,106265.0,"This is by far the best cat food available in the market. This packaged cat food is famous all over the globe & all cat owners like me loves to treat their cat with this delightful food. But one more thing you should remember is, some cats will love this food very much, whereas some will not even sniff it. Overall a great product !!",amzn1.account.AFPUMSSPGKVDTH5DEI523ZDQI7VQ,Samrat Chattopadhyay,99.9075,Amazon India,R14DOTGY1IMEG,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[delivery, pricing]","[transportation costs, priced]",0,106266.0,TransporTation costs is over priced.,amzn1.account.AGDHWQ72F4MDLE4EDV7JF5XSQDKA,M.S. Devarajulu,0.0,Amazon India,RMCHSUMVSFYII,1.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,106267.0,Was good,amzn1.account.AGVXOWFAGVRVO4HE4JHW3KOBH52A,Shruthi,48.355,Amazon India,RGLJ7M7XXBJR6,4.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[all, convienience, delivery, dont_reply]","[product, package, delivery]",3,106268.0,Good Package and Timely delivery. Cats are mad for this. Recommended Product,amzn1.account.AH46EJRCQTBRZFH7IZXB6F2EGKAQ,Prakash R,94.61333333333334,Amazon India,R353HT0IQR4OO2,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,106269.0,ok,amzn1.account.AEPIL5DJYHKUOUYQEH3C43Q6MEUA,Narahari,38.41,Amazon India,R1IPQMC8POAJ9S,3.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,106270.0,my cat love's it very much,amzn1.account.AE65NJESSADIT7QRLZZ7I656BVMA,Manoranjan,0.0,Amazon India,R3ANP4V0RTED7E,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[all, dont_reply]",[product],3,106271.0,NITS ORIGINAL PRODUCT OF WHISKAS,amzn1.account.AEC5T3ZEWZWFSCXVW2MDQUNG4WBA,Amazon Customer,98.83999999999999,Amazon India,R2MOP0LIO7MEJM,4.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,106272.0,Good,amzn1.account.AETUDWQ4S46UQJB7BROHSP7YXP5Q,Deepak Singh,44.245000000000005,Amazon India,R3TFPU8I4R8A21,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[condition_of_product],"[wet, dry, wet food]",0,106273.0,"The cat actually enjoyed it. Feed about 100 gms aa as split twice. The cat actually didn't recognize that I've refilled her food bowl. I had to sit there and point towards the bowl. The cat instantly recognizes the wet food, but doesn't happen with the dry food / pellets.BTW, it's a stray cat not domesticated.",amzn1.account.AFNFBAQJQ2NDW222SPFUDQSDJJ5Q,Saran,16.603333333333335,Amazon India,R2KTR8PSXP9WZ1,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[],[],0,106274.0,My cats love it! Therefore I love it too! :D,amzn1.account.AGJ3XICKXT245COVJBQXAQBODHIA,Faizan,97.04666666666667,Amazon India,RKYQVB7TOPS7R,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[pricing],[pricing],0,106275.0,Pricing was reasonable,amzn1.account.AEV6ZWQNJ54J6FLR6GJTS6CCSC4Q,Sudhindra Sonny,0.0,Amazon India,RCZNTT97O4YCR,4.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,106276.0,"Easy economical option, especially when feeding strays - and not too bad for cats either.",amzn1.account.AGW5AJG6IATESTNJDJ7VEKZRB57Q,Amazon Customer,99.98,Amazon India,ROUGYGKLE4SPK,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[],[],0,106278.0,"my cats love it,and is expensive",amzn1.account.AE4RRTSFSDXWA67IYLMVLMLSQF6A,amrita banerjee,99.85000000000001,Amazon India,RI6EL2M5ZW0M6,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[nutrition_ingredientst, pricing]","[chicken, combo]",0,106279.0,"Easiest way to give your cat complete nutrition.Earlier I was giving my 6 months old kitty, a mixture of boiled minced chicken and fish, but she started getting frequent constipation. So I started adding 1/4th tsp of Psyllium Husk and additional water to it, and that solved it. But then, it requires some effort. If she had just a bite or little bit from it, then either throw the remaining, I mean you can't keep it for ever, or refrigerate it, that also may not be feasible for long. So I ended up wasting quite a bit.With this it's easy, just fill a bowl with this and keep another bowl with water next to it. If she has a little bit, the remainder can still remain in the bowl as it doesn't get spoilt.Overall it costs about Rs.5-6- more than the chicken/fish combo I was giving, but then considering the diet of a cat, it doesn't come to anything substantive.",amzn1.account.AFMILO7LJIIUB3SMXQELZ7ALW2YA,Emron,20.336000000000006,Amazon India,R24VVB9GBEZ0E0,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,106280.0,My cats love it!,amzn1.account.AHAFCBTD7AFFCNSLINDRIEPQHQ6A,Amit Parekh,99.65,Amazon India,RWWMKMWT2TQU9,4.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,106281.0,Great pricing..,amzn1.account.AELBAZA7QJMLH4AAAUZVQIWAALMA,Harsh Berry,49.36,Amazon India,R29KSF0FCXBQ3D,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[convienience, dont_reply]",[package],3,106282.0,Package arrived torn. Both layers were damaged. My cat prefers ocean fish more. He threw up couple of timesbut then got used to it.,amzn1.account.AEMXAQGHT7YPDN6PHAEB32YHZZRQ,Vivian,-73.49749999999999,Amazon India,R3VIK3LAMJAXB,3.0 out of 5 stars,
"[all, offers_n_discounts]","[product, deal]",0,106283.0,Thanks for the awesome deal... the product reached before time and it was packed very nicely. keep up the good work. cheers!!!,amzn1.account.AEJW64KN6FZJGH3H3LX7XD44SU6Q,vinayanti Burman,97.47749999999999,Amazon India,R1ZNIQKJQI9EZ1,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[delivery, pricing]","[delivery, price]",0,106284.0,My cat enjoys it more than any other brand.Good price and prompt delivery.,amzn1.account.AGWOMXUF6SYOLYNWXKKDKPMSEC7A,GG,99.665,Amazon India,RFKLILNB19RKM,4.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[all, delivery, pricing]","[seller, delivery, pricing]",0,106285.0,Good Cat Food at fair pricing and Quick delivery...Excellent Seller,amzn1.account.AGWPEP5GSY7PAGG2QZWZ5D2GUDHA,P.S.Raghavan,99.15499999999999,Amazon India,R9T1FFVKKSPLK,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[all, offers_n_discounts]","[product, offer]",0,106286.0,awesome great offer given.... the offer was selled by 652.rs only..... only two was left in stock i ordered it fast and enjoyed the offer...... my cat is healthy and buffy.... i love this product. guarentee buy the product,amzn1.account.AH6JLV4DAIPYOW6E76BMUYFUHMPA,boopesh,70.86428571428571,Amazon India,R292EDSKG0MAYS,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,106287.0,"My cats  like this food so much , really good",amzn1.account.AHX6AO3Z5GB5FCTE24STJARZB47Q,syed hakkim,99.97,Amazon India,RZ47VSWBO9L1E,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[all, convienience, delivery, dont_reply]","[service, package, delivery]",3,106288.0,My cat had to stay hungry for 7 days before he could put his 'whiskers' on it that's how bad the delivery service was. The package was very inquisitively teared...other then that it was a good buy!Reordered it. Got it in 3 days...thank you!,amzn1.account.AGYWEZN2YXLI5R34C53IJRYJMZLA,MWZ9,15.781666666666666,Amazon India,R1TMJBMCM0CP1D,4.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[all],"[amazon, service]",0,106289.0,Amazon service extremely goodProduct too good. My pets love it,amzn1.account.AHMIUALI4SQDBHJZAIWZUD5WBOBQ,SHARON LOBO,99.79,Amazon India,R2UAWGS14BJV95,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[pricing],"[buying, cost]",0,106290.0,My kitten loves this. I recommend buying Whiskas for anyone who want to buy good cat food at reasonable cost.,amzn1.account.AGDA4XMDC3NQZDOLTPWOHWC7K35Q,Saurabh Gaikwad,99.465,Amazon India,R2TYUCG9LY0WJS,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[all, pricing]","[quality food, price]",0,106291.0,Good quality food. Cheapest price.,amzn1.account.AEMYMQMOIEPYMOCWKIDARW4Y6E7Q,Biplab Roy,49.435,Amazon India,R230A5RLU3B5RA,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[health_impact, nutrition_ingredientst]","[stomach, preservatives]",0,106292.0,Whiskas is using colour and preservatives. So don't feed them whiskas. My cats had stomach upset after taking it,amzn1.account.AGCHIFCANF37SIDHYSNXSTL6CQZA,soumi banerjee,-33.233333333333334,Amazon India,RMYYZGWY00FN9,1.0 out of 5 stars,"Dearsoumi banerjee, We are sorry for the inconvenience caused.Please get in touch with us on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[condition_of_product, nutrition_ingredientst]","[dry, rice]",0,106293.0,"Hi,whisks cat food is very good. Campare to drools. Drools is very dry & not so good ,guys give  cat plenty of water to drink or mix cat food  with rice &milk; to retain hydrated. Useally cats avoid drinking water .most IMPORTANT pls feed stray cats & dogs. it won't  costs  much.keep a small  rectangular cement pot of water. Front side of the  compound for stary animals.try to do good for man's best  friends",amzn1.account.AFFVRNSZ4254NSLPANQXQWI4RNHQ,som,11.157777777777778,Amazon India,R1JMO0DDAW5CGP,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[all, convienience, dog-user-breed, information, pricing, taste]","[caveat, packages, bags, snack, 3kg, 7kg, prices, flavor]",0,106294.0,"A tasty snack, with real fish flavor!Haha, just kidding - this is cat food, and humans don't eat cat food, right? Right?Anyway, my cats seem to love it. Don't know if they are partial to the Whiskas brand or if they're just greedy little suckers, but I've tried them with Ocean Fish flavor before and this Tuna now and they didn't seem to care or even know the difference. Or it's possible that Whiskas just packages the same thing into different bags and calls them fancy names, but they're all made from horse leather rejects..but who knows, or cares, as long as the cats like it, right?I've been feeding this to my cats for over 3 years now without any issues.One thing though - this feed is available in 3kg and 7kg variants, and the sellers for these keep trying to jiggle the prices around and game the system. So caveat emptor and all that - check around to see which is more economical for you.",amzn1.account.AH7E4QAKT7O77OGYMH7BYUT7ORVA,Vishal Sharma,9.852,Amazon India,R3IUI46ZZAPJBQ,4.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[all, delivery]","[product, amazon, delivery]",0,106295.0,The product is well liked by my cats and the Amazon delivery was quick.,amzn1.account.AER6RYR7RMBMYIJUKXOBOS4QPOOA,New Leaf,99.99,Amazon India,R2E5KA6MKAKQQ5,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[pricing],[purchase],0,106296.0,None of my good reviews get posted..hence no more reviews from my end on any purchase made hereafter. Lets just mean business thats all.,amzn1.account.AGEWDUDWATW3WDX5PDS34Z3E262Q,Adnan Toufeeq,-33.239999999999995,Amazon India,RSS33YASZ4EDZ,1.0 out of 5 stars,"DearAdnan Toufeeq, We apologize for the bother caused. If you don't mind connect with us on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[all, dont_reply]",[product],3,106297.0,Happy with this product. Good buy.,amzn1.account.AET4COL2BMQOZ4BDGV6OM36C4OAA,Yash,97.82499999999999,Amazon India,RVO8UEI6AE8KZ,4.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[],[],0,106298.0,Very good food for Cats.  My cats are mad for this food,amzn1.account.AH7IZNRHVLIN2OWKMYYNQ43XADJQ,Karuna Keert,99.69,Amazon India,R3228FDCKDI9HC,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[all, delivery, sizing]","[amazon, delivery, chunks]",0,106299.0,What to say about the delivery of the product.. Amazon alwayz lives upto my expectations. Whiskas is loved by my pet rather pets(i hve 3 cats) it prevents mess as it in form of chunks which wud otherwise will hve to b met.,amzn1.account.AH5B3XZZCXRBLHXDECVSJGGPPBWA,Priyanka singh,33.33,Amazon India,R3MVWLMDUOV5SC,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[all, pricing]","[market, price]",0,106300.0,ITS GOOD AS COMPARED TO THE MARKET PRICE,amzn1.account.AF7BPD2TVZNYUOFSOSZAI44KTGLA,whitebud,99.78,Amazon India,R2ZBP1V5ILDPCL,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[all, dont_reply]",[product],3,106301.0,Nice product. Received on time,amzn1.account.AFSABLVIYQ5H373ZUAJZQZKGQH5Q,Akumsashi,48.175000000000004,Amazon India,RXGZ4UOUNWQIA,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,106302.0,Cats look healthier and happier,amzn1.account.AESRXKEWJQGAMETYEW5VRWKY3TTA,UKRI,99.65,Amazon India,R2ELVZRJ5SQHM5,4.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,106303.0,Good,amzn1.account.AHSHYDDDK7OBL3V4VNLCKU3N2E2A,AE,44.245000000000005,Amazon India,RAZCEC4YJ4FK7,4.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[all, convienience, delivery, dont_reply]","[product, packing, delivery]",3,106304.0,"Great packing, great product and fast delivery (very important when ordering for my cats!)",amzn1.account.AEDZKMXB3HKAAQBCPZ5OI4R7DYOQ,Payal,100.0,Amazon India,R37B9QDM4JBDF,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[delivery, pricing]","[transportation cost, cost]",0,106305.0,Exorbitant transportation cost....never again...,amzn1.account.AGBQWMZNZIMB72FFIB6E7EAAXULA,Joshy Mathews,0.0,Amazon India,R1UX3LIZ13K5JZ,1.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[delivery, dont_reply]",[delivery],3,106306.0,Best food for cat.packing and delivery time perfect.my cat loving it.,amzn1.account.AHZ2PACC3AUQRBGBIO7J2MAGGF4A,yajuvendrasinh,99.52666666666667,Amazon India,RFT05FPWP35ZG,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,106307.0,My cat love(s/d) it!,amzn1.account.AESFKJ6UN66E366UNF4HAKN7C7ZA,Vinod Pattar,98.94,Amazon India,R3J3N4RFC5TD5U,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,106308.0,My cat enjoys this,amzn1.account.AHHRIBCZPO3Z7MIG5VCGPFETNIJQ,Taniya Misra,99.41,Amazon India,R3VJGIQKDJI5UX,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,106309.0,My CAT Loves it.....Yummy !!!,amzn1.account.AHFBMJTJJGMSJX775ZTVQXFBV2ZQ,Zafar Haider,95.625,Amazon India,R24ADX9ZZ7J7ON,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[all, dont_reply]",[product],3,106310.0,Very Nice product for cats.,amzn1.account.AEH3KQQ67T5X226SKEOPAGWYRX6Q,Jay Patel,99.55000000000001,Amazon India,R19M45BLGRUKTO,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[],[],0,106311.0,This is the only cat food my cat will eat.,amzn1.account.AFIN5B6M4U5EWNCNI2AOE2OSS3JA,Maureen,0.0,Amazon India,R3IY6MQFM5GW57,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[all, pricing]","[product, price]",0,106312.0,a very good product at a cheap price,amzn1.account.AFTY5RMU2TH5THHDMSUNCXC3LRLA,NeoTheOne,99.83999999999999,Amazon India,RPTTO578RCOZ1,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[all, delivery, dont_reply]","[product, delivery]",3,106313.0,Excellent product super fast delivery.,amzn1.account.AGR2FVGVXGRAIXIIAQFMF6EYCFWA,Imran Malek,99.94,Amazon India,R2IZUJFZAW3ARX,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[all, delivery, dont_reply]","[product, delivery]",3,106314.0,Excellent product with excellent delivery speed,amzn1.account.AHLWLTZSMEIVUSOOG6ABMZEAGPIQ,rahul gupta,99.95,Amazon India,R3K4UDZ7YU9EAC,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[all, dont_reply]",[product],3,106315.0,"Good product for adult cat, they like it.",amzn1.account.AH6B62ND57NKBYK275ST2VM5HPDA,Oldwine Rocks,99.92999999999999,Amazon India,RQ8HBN9QJR5S9,4.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[all],[amazon],0,106316.0,Thanku for providing a fresh food shptuff which is very recently manufactured.. my kitty lives the flavour..!!! Thanku amazon,amzn1.account.AFGNI6GQLUKTJNM5ZYWK3WXT66UQ,Pooja,64.94333333333334,Amazon India,R1QZVH14IAJSQY,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,106317.0,Goof,amzn1.account.AG2MV4GORDUEDR2FOGPLK563DMEA,Suresh Mutluru,0.0,Amazon India,R7YSZ3U2LN3TZ,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[pricing],[purchase],0,106318.0,My cat love it very much. But I didn't get free sample which is indicated at the time of purchase.,amzn1.account.AFQZ7NBAVJ765FNL7DIXMPPOWSUQ,shibu Das,0.015000000000003899,Amazon India,R3SBX2UNRIOB2F,4.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[all, dont_reply]",[product],3,106319.0,"Product is too good...and my kittens love them. Meanwhile, its a 1.3kg and not 1.4kg(falsely shown here)",amzn1.account.AGUAFP7NG72CN7R46XCMC6KEL7TQ,Akhil,39.828,Amazon India,R1ETC7WF6UACVT,4.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,106320.0,"As promised, on time.",amzn1.account.AEXHZ44MK66P5RV4J7FYZ255PE5A,Ahmed Sayeed,98.64,Amazon India,RORSJEI7PP6ES,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[offers_n_discounts],[deal],0,106321.0,good deal!!,amzn1.account.AHAOK23Z3ZZ2K3M34PGVOMTYG2KA,Prasad,48.355,Amazon India,R61M4E2Q67LS3,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[all, condition_of_product, pricing]","[website, wet, wet food, buying]",0,106322.0,There was a free wet food pouch mentioned in the website when I was buying it... But when delivered they did not give the free pouch,amzn1.account.AEZHGUGD5VCO3AYH6CHCMOAPTA4Q,Kushagra,0.07999999999999674,Amazon India,RUA2HQB8FMD63,1.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,106323.0,The cat liked it.,amzn1.account.AFG3K25PYCOXMZDSXWTBTWRU5LCQ,K Sharma,98.2,Amazon India,R3IRBPAJ6GSE8Z,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
